,faixa_remuneracao_media_sm,sexo_cod,total_pessoas,Adm Técnica Profissional,Transporte e Comunicações,Aloj Comunic,Médicos Odontológicos Vet,Ensino,Administração Pública,Agricultura,Atividades de exploração de jogos de azar e apostas,Atividades esportivas,Atividades de recreação e lazer,"Atividades de organizações associativas patronais, empresariais e profissionais",Atividades de organizações sindicais,Atividades de associações de defesa de direitos sociais,Atividades de organizações associativas não especificadas anteriormente,Reparação e manutenção de equipamentos de informática e comunicação,Reparação e manutenção de objetos e equipamentos pessoais e domésticos,Outras atividades de serviços pessoais,Serviços domésticos,Organismos internacionais e outras instituições extraterritoriais,Fabricação de veículos militares de combate,Sedes de empresas e unidades administrativas locais,25 A 29,30 A 39,40 A 49,50 A 64,65 OU MAIS,CLT U/ PJ Determinado,CLT U/ PF Determinado,CLT R/ PJ Determinado,CLT R/ PF Determinado,Diretor,Contrat Prazo Determinado,Contrat TMP Determinado,Contrat Lei Estadual,Contrat Lei Municipal,Fundamental Completo,Médio Incompleto,Médio Completo,Superior Incompleto,Superior Completo,Mestrado,Doutorado
575,3,1,2534.0,40.0,108.0,21.0,33.0,57.0,1697.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,537.0,819.0,917.0,162.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,4.0,198.0,35.0,1983.0,35.0,22.0
576,0,0,13941.0,544.0,465.0,1059.0,343.0,471.0,7106.0,2.0,2.0,162.0,22.0,7.0,3.0,52.0,92.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,979.0,2082.0,3416.0,4467.0,574.0,12.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2111.0,1233.0,3989.0,550.0,2921.0,21.0,19.0
577,0,1,7372.0,412.0,544.0,765.0,164.0,385.0,2988.0,6.0,0.0,323.0,13.0,1.0,10.0,42.0,40.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,662.0,1200.0,1774.0,2212.0,242.0,11.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1092.0,1083.0,2073.0,310.0,1608.0,34.0,16.0
578,0,0,84223.0,19437.0,1595.0,17712.0,2317.0,3525.0,27315.0,59.0,1.0,717.0,76.0,52.0,41.0,2180.0,756.0,45.0,49.0,375.0,8.0,1.0,0.0,0.0,7654.0,14789.0,15974.0,16827.0,1318.0,220.0,2.0,0.0,0.0,68.0,58.0,3.0,2.0,1.0,9037.0,11928.0,41486.0,3630.0,12848.0,146.0,102.0
579,0,1,49013.0,8109.0,1973.0,10824.0,1176.0,2420.0,9779.0,66.0,2.0,849.0,53.0,38.0,68.0,1558.0,484.0,57.0,62.0,91.0,3.0,0.0,0.0,0.0,4262.0,6718.0,5548.0,6084.0,640.0,164.0,1.0,0.0,0.0,122.0,41.0,1.0,2.0,0.0,3729.0,10848.0,19942.0,1878.0,6022.0,201.0,110.0
580,0,0,553602.0,135125.0,11997.0,137730.0,27756.0,25624.0,32256.0,661.0,25.0,3634.0,789.0,395.0,519.0,5786.0,4172.0,582.0,906.0,9966.0,65.0,13.0,0.0,0.0,85436.0,144443.0,107948.0,67516.0,2535.0,1743.0,34.0,10.0,1.0,49.0,202.0,254.0,5.0,5.0,55782.0,36760.0,323717.0,18638.0,38692.0,341.0,104.0
581,0,1,355776.0,84833.0,21009.0,68315.0,5789.0,6280.0,13080.0,1535.0,6.0,2679.0,555.0,235.0,236.0,1703.0,1632.0,903.0,1357.0,2386.0,14.0,5.0,0.0,0.0,61751.0,81565.0,48663.0,36045.0,3217.0,996.0,7.0,8.0,1.0,71.0,142.0,280.0,2.0,2.0,42780.0,34179.0,195862.0,10058.0,17731.0,336.0,112.0
582,0,0,441090.0,75778.0,13123.0,56293.0,36981.0,18433.0,40809.0,169.0,1.0,1672.0,370.0,881.0,870.0,5111.0,3562.0,513.0,806.0,3991.0,16.0,17.0,0.0,0.0,84490.0,129718.0,86154.0,54455.0,2739.0,1493.0,6.0,7.0,0.0,45.0,393.0,18.0,3.0,179.0,41987.0,29571.0,271774.0,23704.0,48521.0,456.0,120.0
583,0,1,539785.0,110863.0,44803.0,61083.0,9508.0,7093.0,16522.0,950.0,2.0,2542.0,446.0,502.0,443.0,1895.0,1901.0,1394.0,1668.0,2199.0,10.0,12.0,0.0,0.0,105160.0,153477.0,97457.0,65789.0,5040.0,1688.0,7.0,11.0,0.0,73.0,320.0,17.0,3.0,26.0,87462.0,51574.0,294575.0,16259.0,25603.0,437.0,120.0
592,1,0,127864.0,17662.0,6109.0,5260.0,12206.0,8042.0,44943.0,62.0,0.0,235.0,12.0,460.0,318.0,983.0,764.0,66.0,21.0,48.0,1.0,55.0,0.0,0.0,17181.0,45392.0,37734.0,28934.0,1644.0,343.0,0.0,0.0,0.0,17.0,47.0,17.0,0.0,51.0,686.0,568.0,17182.0,6131.0,105869.0,1691.0,691.0
593,1,1,142997.0,27468.0,11321.0,5844.0,5341.0,6267.0,36018.0,120.0,0.0,478.0,23.0,397.0,377.0,571.0,721.0,386.0,52.0,46.0,1.0,44.0,0.0,0.0,19633.0,47688.0,42500.0,34654.0,2650.0,505.0,0.0,1.0,0.0,85.0,66.0,15.0,0.0,81.0,5691.0,2962.0,42096.0,10288.0,90085.0,1606.0,792.0
594,1,0,83044.0,12530.0,3503.0,3564.0,6147.0,7010.0,24181.0,62.0,0.0,98.0,8.0,327.0,149.0,636.0,509.0,35.0,7.0,19.0,0.0,59.0,0.0,0.0,7961.0,29736.0,25422.0,20827.0,1380.0,185.0,0.0,0.0,0.0,15.0,25.0,3.0,0.0,10.0,246.0,214.0,7404.0,3458.0,72064.0,1761.0,1251.0
595,1,1,108816.0,22962.0,8281.0,3981.0,3708.0,5215.0,19850.0,145.0,0.0,266.0,9.0,354.0,234.0,433.0,605.0,197.0,22.0,25.0,2.0,34.0,0.0,0.0,13029.0,41143.0,30320.0,24743.0,2557.0,263.0,0.0,1.0,0.0,71.0,31.0,5.0,0.0,26.0,1602.0,1183.0,16352.0,6707.0,84790.0,1905.0,1500.0
596,1,0,32502.0,5106.0,1185.0,1109.0,1710.0,2864.0,9168.0,24.0,0.0,29.0,3.0,126.0,48.0,199.0,140.0,13.0,2.0,5.0,0.0,19.0,0.0,0.0,1747.0,11193.0,10491.0,8667.0,552.0,64.0,0.0,0.0,0.0,7.0,8.0,1.0,0.0,0.0,57.0,62.0,1507.0,912.0,27353.0,891.0,1017.0
597,1,1,52914.0,10928.0,4323.0,1547.0,1595.0,2689.0,10461.0,81.0,0.0,92.0,4.0,182.0,88.0,157.0,225.0,49.0,7.0,8.0,0.0,12.0,0.0,0.0,3455.0,18744.0,17089.0,13363.0,1273.0,113.0,0.0,0.0,0.0,56.0,10.0,2.0,0.0,0.0,354.0,289.0,4660.0,2241.0,42298.0,1291.0,1166.0
598,3,0,35279.0,5962.0,1014.0,952.0,1641.0,2666.0,9832.0,29.0,0.0,18.0,1.0,108.0,29.0,185.0,104.0,12.0,1.0,5.0,0.0,14.0,0.0,0.0,894.0,11533.0,12646.0,9601.0,884.0,59.0,0.0,0.0,0.0,66.0,8.0,0.0,0.0,0.0,46.0,55.0,929.0,691.0,29843.0,1126.0,1243.0
599,3,1,86134.0,16233.0,5338.0,2149.0,2005.0,3448.0,16586.0,184.0,0.0,206.0,3.0,279.0,96.0,281.0,318.0,69.0,8.0,9.0,0.0,8.0,0.0,0.0,2049.0,25241.0,28733.0,25030.0,2985.0,216.0,0.0,0.0,0.0,692.0,15.0,1.0,0.0,0.0,241.0,234.0,3247.0,2197.0,73363.0,2828.0,2068.0
600,0,0,535.0,13.0,33.0,140.0,40.0,142.0,30.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,27.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,58.0,98.0,73.0,40.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,165.0,135.0,19.0,123.0,4.0,0.0
601,0,1,699.0,20.0,39.0,157.0,25.0,222.0,58.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,68.0,132.0,119.0,89.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,171.0,137.0,25.0,185.0,4.0,0.0
602,0,0,4595.0,959.0,93.0,997.0,310.0,658.0,518.0,10.0,0.0,28.0,8.0,18.0,42.0,94.0,87.0,6.0,6.0,112.0,6.0,0.0,0.0,0.0,781.0,1376.0,719.0,414.0,32.0,33.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,300.0,528.0,2167.0,239.0,704.0,26.0,0.0
603,0,1,6431.0,729.0,258.0,752.0,111.0,602.0,430.0,129.0,0.0,30.0,11.0,9.0,169.0,52.0,66.0,7.0,34.0,29.0,5.0,0.0,0.0,0.0,1234.0,1780.0,975.0,583.0,48.0,180.0,1.0,0.0,1.0,4.0,45.0,0.0,0.0,0.0,947.0,808.0,2039.0,168.0,659.0,17.0,1.0
604,0,0,48593.0,5016.0,582.0,9114.0,4656.0,2698.0,8455.0,53.0,0.0,126.0,46.0,60.0,122.0,369.0,292.0,35.0,78.0,739.0,4.0,0.0,0.0,0.0,8657.0,14979.0,10258.0,5909.0,512.0,454.0,3.0,0.0,0.0,3.0,55.0,0.0,5.0,0.0,3475.0,3033.0,29241.0,2702.0,5609.0,181.0,7.0
605,0,1,64550.0,7227.0,3150.0,8032.0,1671.0,1745.0,6160.0,475.0,6.0,155.0,48.0,33.0,132.0,245.0,250.0,70.0,265.0,201.0,6.0,0.0,0.0,0.0,12044.0,20410.0,12000.0,7499.0,731.0,1238.0,16.0,0.0,1.0,6.0,221.0,0.0,2.0,0.0,8669.0,6117.0,33103.0,1686.0,3166.0,120.0,4.0
606,0,0,14203.0,850.0,149.0,913.0,2863.0,874.0,5365.0,10.0,0.0,12.0,6.0,18.0,48.0,114.0,119.0,5.0,6.0,44.0,0.0,0.0,0.0,0.0,1987.0,4466.0,3306.0,2783.0,283.0,58.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,330.0,275.0,7247.0,987.0,3830.0,454.0,3.0
607,0,1,22937.0,4128.0,1172.0,1284.0,1154.0,767.0,3601.0,117.0,0.0,21.0,6.0,17.0,70.0,159.0,143.0,14.0,30.0,41.0,1.0,0.0,0.0,0.0,3452.0,7798.0,5181.0,3865.0,377.0,224.0,1.0,0.0,0.0,3.0,43.0,0.0,0.0,0.0,2543.0,1645.0,11227.0,756.0,2480.0,300.0,3.0
616,1,0,3444.0,85.0,34.0,105.0,373.0,708.0,1851.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,1032.0,908.0,1128.0,93.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,22.0,9.0,830.0,59.0,2231.0,261.0,8.0
617,1,1,5347.0,228.0,119.0,133.0,207.0,691.0,2971.0,1.0,0.0,0.0,0.0,1.0,7.0,3.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,285.0,1265.0,1280.0,2004.0,371.0,9.0,0.0,0.0,0.0,8.0,1.0,3.0,0.0,0.0,201.0,60.0,2060.0,140.0,2364.0,212.0,9.0
618,1,0,2601.0,62.0,21.0,152.0,312.0,496.0,1212.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,627.0,671.0,1061.0,118.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,3.0,475.0,32.0,1843.0,184.0,40.0
619,1,1,4108.0,167.0,78.0,169.0,349.0,549.0,1979.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,160.0,1080.0,959.0,1741.0,332.0,3.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,53.0,27.0,1102.0,87.0,2370.0,211.0,55.0
620,1,0,833.0,24.0,7.0,27.0,57.0,187.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,166.0,237.0,390.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,106.0,10.0,646.0,25.0,9.0
621,1,1,1727.0,81.0,24.0,35.0,97.0,197.0,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,302.0,468.0,727.0,131.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,311.0,33.0,1126.0,66.0,15.0
622,3,0,801.0,19.0,1.0,4.0,21.0,70.0,607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,155.0,260.0,305.0,37.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,3.0,589.0,30.0,17.0
623,3,1,1687.0,71.0,15.0,11.0,57.0,95.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,322.0,446.0,757.0,128.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,220.0,12.0,1219.0,68.0,40.0
624,0,0,1336.0,137.0,53.0,567.0,77.0,80.0,30.0,0.0,0.0,7.0,0.0,2.0,125.0,58.0,278.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,95.0,72.0,59.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,680.0,113.0,8.0,78.0,1.0,0.0
625,0,1,1161.0,106.0,73.0,536.0,51.0,65.0,14.0,0.0,0.0,9.0,0.0,5.0,141.0,59.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,84.0,63.0,45.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,636.0,89.0,8.0,53.0,2.0,0.0
626,0,0,3085.0,423.0,100.0,1254.0,81.0,194.0,223.0,4.0,0.0,42.0,5.0,6.0,269.0,51.0,164.0,5.0,4.0,30.0,1.0,0.0,0.0,0.0,449.0,749.0,533.0,260.0,22.0,12.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,572.0,521.0,905.0,90.0,341.0,9.0,1.0
627,0,1,2520.0,224.0,162.0,859.0,22.0,169.0,112.0,10.0,0.0,35.0,1.0,8.0,338.0,28.0,110.0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,334.0,507.0,329.0,212.0,18.0,11.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,517.0,475.0,697.0,61.0,220.0,6.0,1.0
628,0,0,29417.0,5645.0,448.0,7293.0,2762.0,1283.0,3150.0,24.0,0.0,185.0,31.0,77.0,188.0,367.0,405.0,50.0,76.0,454.0,4.0,0.0,0.0,0.0,5166.0,8116.0,5944.0,3807.0,161.0,152.0,9.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,4389.0,2799.0,17228.0,1212.0,1501.0,16.0,2.0
629,0,1,19489.0,4480.0,1193.0,3500.0,398.0,509.0,949.0,101.0,0.0,192.0,12.0,44.0,190.0,131.0,208.0,95.0,97.0,82.0,2.0,0.0,0.0,0.0,3627.0,4908.0,3265.0,2515.0,225.0,138.0,0.0,0.0,0.0,4.0,19.0,0.0,1.0,0.0,3194.0,2355.0,10503.0,560.0,582.0,11.0,1.0
630,0,0,14883.0,1901.0,352.0,2140.0,2650.0,750.0,2783.0,15.0,0.0,41.0,4.0,72.0,124.0,185.0,239.0,16.0,17.0,107.0,2.0,0.0,0.0,0.0,2640.0,4456.0,3084.0,1959.0,95.0,40.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,876.0,666.0,9029.0,1126.0,1856.0,21.0,4.0
631,0,1,16612.0,4497.0,1028.0,1662.0,648.0,366.0,1687.0,70.0,0.0,98.0,3.0,60.0,101.0,96.0,168.0,47.0,69.0,33.0,1.0,0.0,0.0,0.0,3211.0,4988.0,3718.0,2782.0,192.0,65.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,2601.0,1484.0,8612.0,696.0,964.0,15.0,2.0
640,1,0,5423.0,277.0,209.0,235.0,152.0,507.0,3054.0,38.0,0.0,0.0,0.0,22.0,9.0,13.0,47.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,467.0,1416.0,1714.0,1485.0,61.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,13.0,20.0,562.0,181.0,4345.0,168.0,15.0
641,1,1,8343.0,665.0,1196.0,597.0,102.0,531.0,3657.0,95.0,0.0,2.0,0.0,354.0,61.0,8.0,41.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0,2149.0,2937.0,2223.0,189.0,22.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,156.0,150.0,2433.0,385.0,4610.0,157.0,22.0
642,1,0,3972.0,179.0,161.0,270.0,109.0,518.0,2290.0,12.0,0.0,0.0,0.0,9.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,1103.0,1384.0,1259.0,68.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,7.0,358.0,95.0,3296.0,133.0,25.0
643,1,1,6523.0,452.0,809.0,675.0,88.0,599.0,2622.0,64.0,0.0,0.0,0.0,388.0,11.0,3.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,1762.0,2076.0,2083.0,169.0,13.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,139.0,70.0,1269.0,243.0,4355.0,130.0,41.0
644,1,0,1455.0,27.0,40.0,48.0,32.0,203.0,863.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,309.0,475.0,568.0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,20.0,1261.0,62.0,10.0
645,1,1,2982.0,123.0,260.0,237.0,29.0,252.0,1259.0,2.0,0.0,0.0,0.0,153.0,9.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,766.0,1025.0,991.0,76.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,28.0,19.0,352.0,49.0,2345.0,123.0,22.0
646,3,0,1462.0,16.0,24.0,9.0,32.0,100.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,231.0,484.0,548.0,35.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,8.0,1324.0,97.0,15.0
647,3,1,3796.0,83.0,202.0,120.0,25.0,217.0,1975.0,1.0,0.0,0.0,0.0,85.0,12.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,599.0,1024.0,1490.0,160.0,3.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.0,8.0,177.0,26.0,3102.0,181.0,21.0
