capital,faixa_remuneracao_media_sm,analfabeto,ate_5a_incompleto,5a_completo_fundamental,6a_a_9a_fundamental,fundamental_completo,medio_incompleto,medio_completo,superior_incompleto,superior_completo,mestrado,doutorado,sexo,ano
Vitória - ES,"08:7,01_a_10,00",0,1,0,11,19,13,397,131,3.854,206,25,F,2016
Vitória - ES,"09:10,01_a_15,00",0,0,2,1,4,2,217,70,3.153,183,70,F,2016
Vitória - ES,"10:15,01_a_20,00",0,0,0,0,0,1,36,13,1.183,105,22,F,2016
Vitória - ES,"11:mais_de_20,00",0,0,0,1,1,0,12,5,992,97,15,F,2016
Rio de Janeiro - RJ,"00:ate_0,50",1,28,25,62,126,240,837,138,1.756,11,3,F,2016
Rio de Janeiro - RJ,"01:0,51_a_1,00",23,256,281,1.227,1.622,5.711,13.710,1.285,5.404,118,27,F,2016
Rio de Janeiro - RJ,"02:1,01_a_1,50",375,8.017,7.842,17.812,44.793,25.389,180.553,10.261,21.400,245,65,F,2016
Rio de Janeiro - RJ,"03:1,51_a_2,00",108,1.953,2.358,6.366,14.975,8.591,100.883,8.988,27.421,264,59,F,2016
Rio de Janeiro - RJ,"04:2,01_a_3,00",26,416,936,3.059,5.985,3.486,65.842,11.565,49.255,1.877,130,F,2016
Rio de Janeiro - RJ,"05:3,01_a_4,00",4,270,225,556,2.046,739,22.366,5.884,48.315,1.957,198,F,2016
Rio de Janeiro - RJ,"06:4,01_a_5,00",6,81,73,133,855,264,14.846,3.406,31.804,1.168,121,F,2016
Rio de Janeiro - RJ,"07:5,01_a_7,00",20,74,76,202,1.338,238,16.370,3.593,46.874,2.514,295,F,2016
Rio de Janeiro - RJ,"08:7,01_a_10,00",2,18,62,49,313,111,7.676,2.053,42.308,1.856,357,F,2016
Rio de Janeiro - RJ,"09:10,01_a_15,00",0,12,37,24,116,60,3.235,873,31.419,1.490,793,F,2016
Rio de Janeiro - RJ,"10:15,01_a_20,00",0,5,9,9,44,12,699,222,14.465,822,386,F,2016
Rio de Janeiro - RJ,"11:mais_de_20,00",0,1,15,15,42,32,555,235,14.499,1.005,477,F,2016
São Paulo - SP,"00:ate_0,50",3,32,818,139,1.156,1.085,2.571,400,2.310,30,24,F,2016
São Paulo - SP,"01:0,51_a_1,00",41,574,811,2.729,7.251,13.257,43.137,3.936,14.104,186,102,F,2016
São Paulo - SP,"02:1,01_a_1,50",967,9.732,15.172,31.643,65.814,43.939,325.489,20.619,42.795,409,105,F,2016
São Paulo - SP,"03:1,51_a_2,00",328,3.629,6.441,14.775,35.416,25.375,271.774,23.603,58.633,576,154,F,2016
São Paulo - SP,"04:2,01_a_3,00",128,1.395,3.193,5.971,17.113,10.502,184.516,29.149,143.230,1.184,290,F,2016
São Paulo - SP,"05:3,01_a_4,00",13,291,1.054,1.172,4.434,2.738,73.285,15.113,126.044,1.199,269,F,2016
São Paulo - SP,"06:4,01_a_5,00",3,105,297,402,1.760,1.106,33.648,8.469,104.349,1.007,282,F,2016
São Paulo - SP,"07:5,01_a_7,00",2,65,169,298,1.370,827,25.810,7.240,131.196,1.810,596,F,2016
São Paulo - SP,"08:7,01_a_10,00",1,20,41,61,435,348,12.827,4.319,106.698,2.282,832,F,2016
São Paulo - SP,"09:10,01_a_15,00",0,14,25,33,157,115,4.639,2.234,72.064,2.173,1.590,F,2016
São Paulo - SP,"10:15,01_a_20,00",0,2,8,7,34,40,1.025,594,27.353,1.022,1.013,F,2016
São Paulo - SP,"11:mais_de_20,00",0,2,4,12,31,24,612,425,27.902,1.250,1.271,F,2016
Curitiba - PR,"00:ate_0,50",3,19,21,63,120,59,265,22,1.397,13,2,F,2016
Curitiba - PR,"01:0,51_a_1,00",25,218,465,954,1.888,2.771,4.602,425,1.275,57,16,F,2016
Curitiba - PR,"02:1,01_a_1,50",221,2.009,2.622,5.733,13.321,8.441,54.015,3.510,5.158,123,29,F,2016
Curitiba - PR,"03:1,51_a_2,00",67,1.079,1.306,2.588,6.788,4.892,49.108,3.800,10.034,118,25,F,2016
Curitiba - PR,"04:2,01_a_3,00",11,233,452,774,2.470,2.099,37.963,4.086,24.013,276,67,F,2016
Curitiba - PR,"05:3,01_a_4,00",0,68,120,166,568,430,13.495,1.921,30.303,453,63,F,2016
Curitiba - PR,"06:4,01_a_5,00",1,32,42,48,206,162,6.427,997,24.030,472,78,F,2016
Curitiba - PR,"07:5,01_a_7,00",1,30,52,75,203,206,6.470,1.032,27.809,628,97,F,2016
Curitiba - PR,"08:7,01_a_10,00",0,4,12,31,48,68,2.308,390,20.050,718,146,F,2016
Curitiba - PR,"09:10,01_a_15,00",0,1,2,5,17,21,734,150,10.688,665,231,F,2016
Curitiba - PR,"10:15,01_a_20,00",0,0,0,2,6,6,89,32,3.990,299,179,F,2016
Curitiba - PR,"11:mais_de_20,00",0,2,0,0,2,1,29,8,4.077,198,140,F,2016
Florianópolis - SC,"00:ate_0,50",0,4,4,29,36,44,90,15,117,8,0,F,2016
Florianópolis - SC,"01:0,51_a_1,00",13,70,78,408,526,730,1.677,295,751,24,3,F,2016
Florianópolis - SC,"02:1,01_a_1,50",48,377,532,1.591,2.993,1.787,13.602,1.658,2.082,34,7,F,2016
Florianópolis - SC,"03:1,51_a_2,00",33,252,300,845,1.861,1.492,15.630,1.759,3.135,50,3,F,2016
Florianópolis - SC,"04:2,01_a_3,00",13,68,110,269,895,595,9.741,1.876,6.625,103,21,F,2016
Florianópolis - SC,"05:3,01_a_4,00",0,16,29,43,135,77,2.460,695,7.579,160,22,F,2016
Florianópolis - SC,"06:4,01_a_5,00",0,5,14,30,55,39,1.043,334,9.406,291,31,F,2016
Florianópolis - SC,"07:5,01_a_7,00",0,5,8,23,55,12,859,288,13.506,392,58,F,2016
Florianópolis - SC,"08:7,01_a_10,00",0,0,2,5,26,4,458,103,9.199,541,57,F,2016
Florianópolis - SC,"09:10,01_a_15,00",0,4,1,4,17,9,310,58,6.041,490,394,F,2016
Florianópolis - SC,"10:15,01_a_20,00",0,0,2,0,8,4,44,24,2.256,169,81,F,2016
Florianópolis - SC,"11:mais_de_20,00",0,0,0,2,0,2,18,12,1.952,99,41,F,2016
Porto Alegre - RS,"00:ate_0,50",11,33,43,206,193,210,396,33,159,6,0,F,2016
Porto Alegre - RS,"01:0,51_a_1,00",36,256,223,1.632,1.763,2.496,5.212,572,924,42,6,F,2016
Porto Alegre - RS,"02:1,01_a_1,50",162,894,1.053,4.915,9.688,7.172,44.630,3.707,6.555,96,8,F,2016
Porto Alegre - RS,"03:1,51_a_2,00",57,504,636,2.668,5.833,3.906,33.740,5.369,14.622,244,27,F,2016
Porto Alegre - RS,"04:2,01_a_3,00",18,159,368,1.226,2.389,1.476,26.497,8.639,30.744,384,53,F,2016
Porto Alegre - RS,"05:3,01_a_4,00",12,46,90,314,535,364,10.016,3.851,18.630,323,53,F,2016
Porto Alegre - RS,"06:4,01_a_5,00",2,26,37,143,275,165,4.915,2.143,12.287,213,45,F,2016
Porto Alegre - RS,"07:5,01_a_7,00",0,13,10,79,269,190,4.499,2.265,16.040,477,126,F,2016
Porto Alegre - RS,"08:7,01_a_10,00",0,1,7,26,160,138,3.122,1.066,14.223,636,206,F,2016
Porto Alegre - RS,"09:10,01_a_15,00",0,1,1,11,55,74,1.248,472,11.481,645,334,F,2016
Porto Alegre - RS,"10:15,01_a_20,00",0,0,0,2,5,4,159,116,4.709,212,182,F,2016
Porto Alegre - RS,"11:mais_de_20,00",0,1,0,0,1,0,43,59,4.700,189,177,F,2016
Campo Grande - MS,"00:ate_0,50",0,45,106,56,41,255,155,12,172,7,1,F,2016
Campo Grande - MS,"01:0,51_a_1,00",12,113,212,317,368,1.007,2.047,184,483,15,2,F,2016
Campo Grande - MS,"02:1,01_a_1,50",66,903,1.420,2.207,4.283,3.764,25.343,2.379,3.034,34,5,F,2016
Campo Grande - MS,"03:1,51_a_2,00",7,196,187,451,1.195,927,10.963,1.462,3.038,49,13,F,2016
Campo Grande - MS,"04:2,01_a_3,00",1,58,62,145,456,363,6.398,1.207,4.889,80,14,F,2016
Campo Grande - MS,"05:3,01_a_4,00",0,15,11,35,136,92,2.111,645,5.549,157,20,F,2016
Campo Grande - MS,"06:4,01_a_5,00",0,3,1,18,30,59,1.257,351,6.000,197,16,F,2016
Campo Grande - MS,"07:5,01_a_7,00",0,2,0,14,43,34,929,229,7.435,307,29,F,2016
Campo Grande - MS,"08:7,01_a_10,00",0,0,1,2,15,18,280,119,4.813,361,48,F,2016
Campo Grande - MS,"09:10,01_a_15,00",0,0,1,2,6,12,199,42,3.084,240,191,F,2016
Campo Grande - MS,"10:15,01_a_20,00",0,0,0,1,2,6,30,6,933,69,164,F,2016
Campo Grande - MS,"11:mais_de_20,00",0,0,0,0,2,4,11,1,946,45,47,F,2016
Cuiabá - MT,"00:ate_0,50",0,2,4,33,24,339,121,9,54,4,1,F,2016
Cuiabá - MT,"01:0,51_a_1,00",5,40,38,113,137,707,1.307,90,518,16,2,F,2016
Cuiabá - MT,"02:1,01_a_1,50",53,372,490,890,1.964,2.589,21.632,1.356,2.200,33,3,F,2016
Cuiabá - MT,"03:1,51_a_2,00",13,87,120,243,627,745,9.627,969,2.711,45,2,F,2016
Cuiabá - MT,"04:2,01_a_3,00",4,29,39,89,306,282,8.654,938,5.097,81,14,F,2016
Cuiabá - MT,"05:3,01_a_4,00",0,4,9,13,85,47,2.349,354,5.823,92,12,F,2016
Cuiabá - MT,"06:4,01_a_5,00",0,4,2,8,27,20,1.251,163,6.791,223,7,F,2016
Cuiabá - MT,"07:5,01_a_7,00",0,3,1,0,26,14,1.248,122,6.571,386,45,F,2016
Cuiabá - MT,"08:7,01_a_10,00",0,1,0,3,16,6,794,53,4.569,309,37,F,2016
Cuiabá - MT,"09:10,01_a_15,00",0,4,0,0,3,3,532,25,2.921,315,144,F,2016
Cuiabá - MT,"10:15,01_a_20,00",0,0,0,0,3,1,122,7,1.410,158,27,F,2016
Cuiabá - MT,"11:mais_de_20,00",0,0,1,0,0,0,127,1,1.184,52,20,F,2016
Goiânia - GO,"00:ate_0,50",0,2,7,300,30,2.885,320,53,308,1,3,F,2016
Goiânia - GO,"01:0,51_a_1,00",8,57,89,382,560,1.444,3.944,313,4.862,19,2,F,2016
Goiânia - GO,"02:1,01_a_1,50",148,1.150,1.551,3.111,9.157,7.565,56.621,3.380,13.413,58,9,F,2016
Goiânia - GO,"03:1,51_a_2,00",23,351,700,1.240,3.008,2.289,25.598,2.431,10.939,59,5,F,2016
Goiânia - GO,"04:2,01_a_3,00",8,220,304,1.165,1.181,963,15.527,2.093,12.782,117,15,F,2016
Goiânia - GO,"05:3,01_a_4,00",0,35,70,425,267,231,5.361,853,10.949,134,26,F,2016
Goiânia - GO,"06:4,01_a_5,00",0,10,13,85,121,69,3.391,459,11.533,139,28,F,2016
Goiânia - GO,"07:5,01_a_7,00",0,13,16,48,112,60,3.562,362,19.600,241,45,F,2016
Goiânia - GO,"08:7,01_a_10,00",0,4,2,84,22,26,1.390,197,9.487,271,50,F,2016
Goiânia - GO,"09:10,01_a_15,00",0,0,4,7,23,13,727,71,5.200,338,246,F,2016
Goiânia - GO,"10:15,01_a_20,00",0,2,0,0,5,3,170,16,1.729,89,76,F,2016
Goiânia - GO,"11:mais_de_20,00",0,0,0,1,2,0,78,12,1.551,32,44,F,2016
Brasília - DF,"00:ate_0,50",1,10,14,245,121,1.384,564,44,231,8,8,F,2016
Brasília - DF,"01:0,51_a_1,00",8,79,66,536,633,2.197,3.788,363,1.375,32,9,F,2016
Brasília - DF,"02:1,01_a_1,50",314,1.840,2.009,6.867,16.490,11.780,83.919,5.639,8.834,102,16,F,2016
Brasília - DF,"03:1,51_a_2,00",33,406,433,1.282,3.301,2.635,34.377,4.020,7.919,87,22,F,2016
Brasília - DF,"04:2,01_a_3,00",18,370,157,523,1.622,1.135,23.669,4.625,14.127,265,34,F,2016
Brasília - DF,"05:3,01_a_4,00",3,116,29,239,673,321,9.617,2.602,12.319,272,90,F,2016
Brasília - DF,"06:4,01_a_5,00",0,138,31,97,266,130,11.327,2.506,11.753,266,74,F,2016
Brasília - DF,"07:5,01_a_7,00",1,248,54,360,895,263,14.876,5.057,20.640,760,129,F,2016
Brasília - DF,"08:7,01_a_10,00",2,125,36,93,347,87,6.364,2.927,31.489,1.350,222,F,2016
Brasília - DF,"09:10,01_a_15,00",0,103,15,28,214,58,2.853,934,38.781,1.708,417,F,2016
Brasília - DF,"10:15,01_a_20,00",0,57,2,5,34,18,617,161,12.915,700,304,F,2016
Brasília - DF,"11:mais_de_20,00",2,46,1,10,96,15,596,106,16.332,1.115,325,F,2016
Porto Velho - RO,"00:ate_0,50",0,3,2,90,13,178,107,10,24,0,1,M,2016
Porto Velho - RO,"01:0,51_a_1,00",6,25,32,100,184,286,930,44,143,3,1,M,2016
Porto Velho - RO,"02:1,01_a_1,50",75,280,308,830,1.360,1.777,12.788,346,468,9,1,M,2016
Porto Velho - RO,"03:1,51_a_2,00",46,343,305,854,1.276,1.313,9.504,340,691,10,2,M,2016
Porto Velho - RO,"04:2,01_a_3,00",34,418,335,856,1.498,968,11.262,386,2.554,22,11,M,2016
Porto Velho - RO,"05:3,01_a_4,00",3,90,91,225,598,233,5.968,192,1.669,18,4,M,2016
Porto Velho - RO,"06:4,01_a_5,00",2,40,43,112,178,97,4.419,153,1.149,17,3,M,2016
Porto Velho - RO,"07:5,01_a_7,00",0,143,28,226,438,68,3.516,121,1.692,35,6,M,2016
Porto Velho - RO,"08:7,01_a_10,00",0,30,28,98,148,38,1.486,80,1.973,65,9,M,2016
Porto Velho - RO,"09:10,01_a_15,00",0,4,2,16,46,23,733,38,2.019,136,36,M,2016
Porto Velho - RO,"10:15,01_a_20,00",0,1,2,1,7,2,509,18,875,32,16,M,2016
Porto Velho - RO,"11:mais_de_20,00",0,0,5,1,4,4,277,11,1.178,28,24,M,2016
Rio Branco - AC,"00:ate_0,50",0,0,1,22,10,143,63,7,6,0,0,M,2016
Rio Branco - AC,"01:0,51_a_1,00",15,60,46,50,84,197,907,85,73,2,1,M,2016
Rio Branco - AC,"02:1,01_a_1,50",134,586,443,500,1.201,852,10.316,478,488,6,0,M,2016
Rio Branco - AC,"03:1,51_a_2,00",45,472,224,442,809,473,5.458,237,489,3,2,M,2016
Rio Branco - AC,"04:2,01_a_3,00",13,345,116,457,667,313,4.282,338,2.314,16,1,M,2016
Rio Branco - AC,"05:3,01_a_4,00",1,72,29,131,197,105,2.440,344,2.884,36,5,M,2016
Rio Branco - AC,"06:4,01_a_5,00",0,30,7,53,75,25,844,96,1.606,29,1,M,2016
Rio Branco - AC,"07:5,01_a_7,00",0,55,15,134,173,37,736,84,1.731,53,11,M,2016
Rio Branco - AC,"08:7,01_a_10,00",0,2,3,6,52,12,211,43,1.266,49,1,M,2016
Rio Branco - AC,"09:10,01_a_15,00",0,3,5,2,15,5,170,31,1.113,38,28,M,2016
Rio Branco - AC,"10:15,01_a_20,00",0,0,6,1,5,0,39,2,593,26,12,M,2016
Rio Branco - AC,"11:mais_de_20,00",0,1,5,0,2,0,152,7,592,25,34,M,2016
Manaus - AM,"00:ate_0,50",0,3,5,174,64,1.510,442,51,50,5,3,M,2016
Manaus - AM,"01:0,51_a_1,00",23,99,71,379,752,1.313,3.227,166,252,34,8,M,2016
Manaus - AM,"02:1,01_a_1,50",217,1.379,1.055,4.824,8.218,6.801,52.559,1.481,1.555,49,32,M,2016
Manaus - AM,"03:1,51_a_2,00",92,1.364,819,2.561,5.060,3.095,37.090,1.345,3.609,49,74,M,2016
Manaus - AM,"04:2,01_a_3,00",51,1.261,732,1.829,5.132,2.269,32.896,1.764,7.994,132,53,M,2016
Manaus - AM,"05:3,01_a_4,00",12,280,182,573,1.455,629,11.160,1.012,5.186,73,29,M,2016
Manaus - AM,"06:4,01_a_5,00",1,109,50,235,476,238,8.514,862,4.099,95,15,M,2016
Manaus - AM,"07:5,01_a_7,00",4,83,29,249,707,216,7.826,917,5.573,101,23,M,2016
Manaus - AM,"08:7,01_a_10,00",0,31,19,177,587,154,3.407,548,6.040,183,44,M,2016
Manaus - AM,"09:10,01_a_15,00",0,16,13,26,161,110,1.749,280,4.725,195,81,M,2016
Manaus - AM,"10:15,01_a_20,00",0,4,3,6,45,13,469,103,2.082,86,35,M,2016
Manaus - AM,"11:mais_de_20,00",0,5,1,9,21,2,393,76,2.845,122,54,M,2016
Boa Vista - RR,"00:ate_0,50",0,2,0,17,19,113,50,3,23,2,0,M,2016
Boa Vista - RR,"01:0,51_a_1,00",6,21,19,37,209,218,817,45,137,3,1,M,2016
Boa Vista - RR,"02:1,01_a_1,50",64,188,205,310,1.960,835,8.863,276,749,13,2,M,2016
Boa Vista - RR,"03:1,51_a_2,00",21,122,89,167,859,350,4.040,159,739,4,3,M,2016
Boa Vista - RR,"04:2,01_a_3,00",7,84,155,131,510,212,3.418,193,1.670,17,2,M,2016
Boa Vista - RR,"05:3,01_a_4,00",0,53,129,150,236,47,1.186,93,1.491,8,3,M,2016
Boa Vista - RR,"06:4,01_a_5,00",0,14,59,65,120,29,648,60,1.244,16,4,M,2016
Boa Vista - RR,"07:5,01_a_7,00",0,65,53,234,372,14,1.607,86,1.600,27,4,M,2016
Boa Vista - RR,"08:7,01_a_10,00",1,7,21,20,54,9,553,55,1.048,42,5,M,2016
Boa Vista - RR,"09:10,01_a_15,00",0,0,9,6,25,2,197,24,871,49,22,M,2016
Boa Vista - RR,"10:15,01_a_20,00",0,2,1,3,2,0,41,14,515,29,3,M,2016
Boa Vista - RR,"11:mais_de_20,00",0,1,5,3,4,0,41,4,566,40,19,M,2016
Belém - PA,"00:ate_0,50",0,13,10,170,92,659,415,35,215,13,1,M,2016
Belém - PA,"01:0,51_a_1,00",27,172,94,467,1.317,943,3.565,193,715,51,9,M,2016
Belém - PA,"02:1,01_a_1,50",221,1.521,1.110,4.160,10.868,6.293,39.438,1.213,1.931,62,10,M,2016
Belém - PA,"03:1,51_a_2,00",134,918,742,3.164,5.838,3.067,20.371,850,1.880,55,16,M,2016
Belém - PA,"04:2,01_a_3,00",62,399,698,1.657,4.513,2.057,24.134,991,3.618,128,16,M,2016
Belém - PA,"05:3,01_a_4,00",12,87,125,661,2.328,1.547,12.088,548,4.347,105,30,M,2016
Belém - PA,"06:4,01_a_5,00",2,42,44,344,1.484,1.046,4.954,349,4.428,194,23,M,2016
Belém - PA,"07:5,01_a_7,00",3,103,29,399,944,379,4.177,476,8.592,245,37,M,2016
Belém - PA,"08:7,01_a_10,00",1,19,16,101,425,165,2.030,456,7.924,375,53,M,2016
Belém - PA,"09:10,01_a_15,00",0,2,7,44,125,61,1.068,281,5.892,152,204,M,2016
Belém - PA,"10:15,01_a_20,00",0,0,2,14,28,5,224,79,2.581,53,66,M,2016
Belém - PA,"11:mais_de_20,00",0,0,7,2,11,6,166,42,3.222,84,104,M,2016
Macapá - AP,"00:ate_0,50",0,1,1,20,8,173,73,11,204,2,0,M,2016
Macapá - AP,"01:0,51_a_1,00",17,109,46,116,317,332,1.619,62,492,13,1,M,2016
Macapá - AP,"02:1,01_a_1,50",71,331,248,616,1.542,1.265,9.583,360,1.363,16,3,M,2016
Macapá - AP,"03:1,51_a_2,00",22,160,95,187,437,330,4.050,198,2.041,6,2,M,2016
Macapá - AP,"04:2,01_a_3,00",31,46,52,124,330,238,4.425,212,5.255,26,5,M,2016
Macapá - AP,"05:3,01_a_4,00",1,21,15,67,160,44,1.229,89,4.085,27,4,M,2016
Macapá - AP,"06:4,01_a_5,00",0,3,3,15,60,25,672,50,1.745,19,2,M,2016
Macapá - AP,"07:5,01_a_7,00",0,61,7,274,398,13,1.835,84,1.590,38,3,M,2016
Macapá - AP,"08:7,01_a_10,00",0,1,4,7,34,12,667,78,1.215,139,10,M,2016
Macapá - AP,"09:10,01_a_15,00",0,2,3,1,14,4,318,32,853,22,76,M,2016
Macapá - AP,"10:15,01_a_20,00",0,0,3,2,19,2,168,16,430,7,27,M,2016
Macapá - AP,"11:mais_de_20,00",0,1,2,3,1,2,74,7,701,19,21,M,2016
Palmas - TO,"00:ate_0,50",0,1,2,42,3,392,72,12,17,1,0,M,2016
Palmas - TO,"01:0,51_a_1,00",14,571,15,78,211,279,1.314,61,85,5,0,M,2016
Palmas - TO,"02:1,01_a_1,50",51,1.703,151,470,1.342,963,10.803,360,432,3,2,M,2016
Palmas - TO,"03:1,51_a_2,00",21,352,107,351,676,493,5.870,237,461,9,4,M,2016
Palmas - TO,"04:2,01_a_3,00",10,250,91,267,887,411,6.622,310,1.335,20,9,M,2016
Palmas - TO,"05:3,01_a_4,00",0,40,22,52,190,77,2.213,148,2.785,29,9,M,2016
Palmas - TO,"06:4,01_a_5,00",0,29,4,12,53,38,1.620,102,1.911,57,8,M,2016
Palmas - TO,"07:5,01_a_7,00",1,7,4,21,66,18,3.056,97,2.580,37,13,M,2016
Palmas - TO,"08:7,01_a_10,00",0,7,0,4,16,11,1.764,56,1.813,157,27,M,2016
Palmas - TO,"09:10,01_a_15,00",0,2,4,3,18,3,980,51,1.623,129,91,M,2016
Palmas - TO,"10:15,01_a_20,00",0,5,1,0,7,1,178,5,943,43,21,M,2016
Palmas - TO,"11:mais_de_20,00",0,1,0,3,0,0,227,7,1.271,23,26,M,2016
São Luiz - MA,"00:ate_0,50",3,24,7,27,15,87,174,13,94,6,1,M,2016
São Luiz - MA,"01:0,51_a_1,00",19,162,182,234,496,463,4.252,217,546,15,1,M,2016
São Luiz - MA,"02:1,01_a_1,50",186,912,962,2.130,4.755,2.609,40.420,1.134,2.372,37,2,M,2016
São Luiz - MA,"03:1,51_a_2,00",53,467,553,961,2.940,1.153,21.249,890,1.585,32,5,M,2016
São Luiz - MA,"04:2,01_a_3,00",20,404,547,580,2.754,1.925,18.583,1.325,3.239,60,8,M,2016
São Luiz - MA,"05:3,01_a_4,00",6,159,214,165,1.671,3.853,5.778,773,2.652,62,6,M,2016
São Luiz - MA,"06:4,01_a_5,00",5,197,286,63,409,1.753,4.532,860,2.077,75,8,M,2016
São Luiz - MA,"07:5,01_a_7,00",0,152,207,175,479,1.382,5.828,658,3.566,111,20,M,2016
São Luiz - MA,"08:7,01_a_10,00",2,32,47,34,114,829,2.255,395,3.333,126,24,M,2016
São Luiz - MA,"09:10,01_a_15,00",1,12,20,16,61,64,1.145,256,3.480,111,41,M,2016
São Luiz - MA,"10:15,01_a_20,00",0,10,11,2,4,17,268,42,1.316,36,29,M,2016
São Luiz - MA,"11:mais_de_20,00",0,2,6,0,1,2,98,13,2.233,33,17,M,2016
Terezina - PI,"00:ate_0,50",8,10,4,29,29,178,144,11,201,6,0,M,2016
Terezina - PI,"01:0,51_a_1,00",53,231,165,330,503,631,2.039,138,923,26,3,M,2016
Terezina - PI,"02:1,01_a_1,50",452,3.315,1.973,4.402,8.669,6.117,36.271,1.623,3.482,263,12,M,2016
Terezina - PI,"03:1,51_a_2,00",119,1.144,753,1.467,2.456,1.791,12.128,785,2.346,361,3,M,2016
Terezina - PI,"04:2,01_a_3,00",46,696,428,991,1.763,998,9.759,720,2.366,641,9,M,2016
Terezina - PI,"05:3,01_a_4,00",11,265,77,189,435,230,3.324,572,4.218,374,18,M,2016
Terezina - PI,"06:4,01_a_5,00",15,1.889,37,92,621,127,2.134,594,1.916,264,81,M,2016
Terezina - PI,"07:5,01_a_7,00",6,247,27,146,257,64,1.917,203,2.022,392,37,M,2016
Terezina - PI,"08:7,01_a_10,00",1,40,21,79,110,40,2.957,135,2.504,411,14,M,2016
Terezina - PI,"09:10,01_a_15,00",0,26,13,39,56,19,1.200,87,2.448,777,81,M,2016
Terezina - PI,"10:15,01_a_20,00",0,12,1,1,8,13,258,24,1.063,372,18,M,2016
Terezina - PI,"11:mais_de_20,00",0,3,2,15,3,4,238,8,1.072,302,40,M,2016
Fortaleza - CE,"00:ate_0,50",9,11,7,74,200,470,882,216,830,8,1,M,2016
Fortaleza - CE,"01:0,51_a_1,00",136,410,274,1.003,2.019,2.069,9.432,1.019,2.734,87,13,M,2016
Fortaleza - CE,"02:1,01_a_1,50",1.014,4.945,3.944,12.920,25.606,15.095,111.924,4.455,6.110,250,24,M,2016
Fortaleza - CE,"03:1,51_a_2,00",287,2.943,1.701,4.561,8.621,4.133,39.265,2.508,5.043,350,21,M,2016
Fortaleza - CE,"04:2,01_a_3,00",105,1.637,1.084,2.623,4.529,2.366,29.620,3.249,8.656,651,91,M,2016
Fortaleza - CE,"05:3,01_a_4,00",8,340,196,568,1.222,649,15.941,2.783,8.731,680,90,M,2016
Fortaleza - CE,"06:4,01_a_5,00",0,167,50,296,1.540,674,7.856,1.353,5.917,465,60,M,2016
Fortaleza - CE,"07:5,01_a_7,00",3,154,45,309,730,257,5.387,966,7.969,815,125,M,2016
Fortaleza - CE,"08:7,01_a_10,00",2,50,18,66,195,112,1.992,674,6.594,885,135,M,2016
Fortaleza - CE,"09:10,01_a_15,00",0,9,8,35,57,50,1.155,439,6.177,933,236,M,2016
Fortaleza - CE,"10:15,01_a_20,00",0,6,2,19,15,11,500,207,3.227,369,116,M,2016
Fortaleza - CE,"11:mais_de_20,00",0,8,1,9,10,15,256,155,4.444,363,119,M,2016
Natal - RN,"00:ate_0,50",1,9,19,44,61,367,475,39,256,5,0,M,2016
Natal - RN,"01:0,51_a_1,00",42,176,123,284,349,506,2.814,153,760,19,4,M,2016
Natal - RN,"02:1,01_a_1,50",370,2.550,1.909,3.824,5.592,5.934,39.034,1.366,2.136,33,10,M,2016
Natal - RN,"03:1,51_a_2,00",84,844,900,1.769,1.900,1.787,16.164,720,1.575,32,4,M,2016
Natal - RN,"04:2,01_a_3,00",24,428,709,1.189,1.104,1.241,13.334,943,5.218,61,10,M,2016
Natal - RN,"05:3,01_a_4,00",5,75,385,461,287,711,7.145,552,4.719,37,7,M,2016
Natal - RN,"06:4,01_a_5,00",0,33,123,579,152,693,2.951,257,2.976,48,9,M,2016
Natal - RN,"07:5,01_a_7,00",0,38,93,811,343,254,2.431,221,3.037,54,11,M,2016
Natal - RN,"08:7,01_a_10,00",0,15,65,312,197,76,1.125,126,2.628,73,24,M,2016
Natal - RN,"09:10,01_a_15,00",0,2,34,96,32,57,1.050,128,3.546,206,59,M,2016
Natal - RN,"10:15,01_a_20,00",0,1,10,17,16,8,343,76,1.942,39,57,M,2016
Natal - RN,"11:mais_de_20,00",0,1,6,4,1,4,91,14,2.147,115,67,M,2016
João Pessoa - PB,"00:ate_0,50",4,23,15,33,29,68,196,57,287,6,0,M,2016
João Pessoa - PB,"01:0,51_a_1,00",57,178,180,535,6.105,597,3.871,339,829,32,3,M,2016
João Pessoa - PB,"02:1,01_a_1,50",736,3.259,2.514,4.876,10.123,4.658,30.686,1.436,3.174,22,14,M,2016
João Pessoa - PB,"03:1,51_a_2,00",129,1.077,640,1.657,3.799,1.472,11.413,833,2.148,17,11,M,2016
João Pessoa - PB,"04:2,01_a_3,00",62,574,367,811,5.476,808,6.690,785,10.084,73,25,M,2016
João Pessoa - PB,"05:3,01_a_4,00",8,216,83,216,1.061,143,1.853,294,3.758,71,16,M,2016
João Pessoa - PB,"06:4,01_a_5,00",3,65,16,144,660,56,872,174,1.666,119,18,M,2016
João Pessoa - PB,"07:5,01_a_7,00",0,43,24,160,1.659,51,1.620,188,2.319,100,55,M,2016
João Pessoa - PB,"08:7,01_a_10,00",0,50,11,33,958,17,523,108,2.303,117,48,M,2016
João Pessoa - PB,"09:10,01_a_15,00",0,11,2,20,568,8,283,83,2.571,152,86,M,2016
João Pessoa - PB,"10:15,01_a_20,00",0,2,0,1,444,2,90,13,1.232,39,13,M,2016
João Pessoa - PB,"11:mais_de_20,00",0,0,0,0,453,2,20,14,1.301,24,18,M,2016
