Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;{ñ class};Total
110020:Porto Velho - RO;Total;57;500;323;48;4;49;564;252;91;89;46;0;1.587;1.686;5.911;9.076;2.747;566;6.929;3.399;3.233;568;2.419;30.974;766;0;71.884;10;51;29;4;0;5;94;132;44;26;158;0;646;438;634;6.783;1.083;569;1.826;835;4.099;1.799;2.629;36.376;225;0;58.495;67;551;352;52;4;54;658;384;135;115;204;0;2.233;2.124;6.545;15.859;3.830;1.135;8.755;4.234;7.332;2.367;5.048;67.350;991;0;130.379
;06:4,01 a 5,00;88;42;1.346;221;59;141;34;336;95;93;92;9;251;2.031;3.480;1.962;831;1.130;3.744;2.118;1.406;728;1.159;12.513;53;0;33.962;28;12;94;46;13;17;11;188;38;47;89;2;112;261;395;1.042;314;1.212;1.985;468;1.618;1.704;1.997;21.076;13;0;32.782;116;54;1.440;267;72;158;45;524;133;140;181;11;363;2.292;3.875;3.004;1.145;2.342;5.729;2.586;3.024;2.432;3.156;33.589;66;0;66.744
;07:5,01 a 7,00;170;30;1.658;239;42;153;28;321;91;144;77;3;258;2.452;3.266;1.884;764;1.772;4.006;1.902;1.448;918;1.599;28.915;54;0;52.194;46;8;142;63;12;15;18;174;38;44;73;2;103;435;441;1.310;323;1.763;2.558;550;1.424;2.003;2.295;23.427;15;0;37.282;216;38;1.800;302;54;168;46;495;129;188;150;5;361;2.887;3.707;3.194;1.087;3.535;6.564;2.452;2.872;2.921;3.894;52.342;69;0;89.476
;08:7,01 a 10,00;142;22;944;225;48;174;14;258;74;89;56;1;155;3.915;2.357;1.052;454;1.682;3.533;1.326;1.288;802;1.371;13.205;46;0;33.233;66;10;257;46;6;11;13;113;24;30;40;0;73;968;423;455;175;1.747;1.968;488;1.228;1.162;1.806;12.204;16;0;23.329;208;32;1.201;271;54;185;27;371;98;119;96;1;228;4.883;2.780;1.507;629;3.429;5.501;1.814;2.516;1.964;3.177;25.409;62;0;56.562
;09:10,01 a 15,00;167;21;776;183;19;106;7;177;75;113;24;1;105;3.920;1.278;456;267;1.606;2.919;946;704;550;944;8.531;19;0;23.914;85;5;225;30;1;10;2;65;16;40;15;0;55;553;332;174;73;1.364;1.431;269;556;562;1.052;8.034;8;0;14.957;252;26;1.001;213;20;116;9;242;91;153;39;1;160;4.473;1.610;630;340;2.970;4.350;1.215;1.260;1.112;1.996;16.565;27;0;38.871
;10:15,01 a 20,00;101;13;464;120;7;46;3;70;49;63;9;0;40;989;397;139;105;855;1.397;387;239;275;1.154;4.516;10;0;11.448;33;0;97;12;1;2;2;27;5;17;7;0;7;147;75;48;18;490;580;105;145;235;1.012;4.236;4;0;7.305;134;13;561;132;8;48;5;97;54;80;16;0;47;1.136;472;187;123;1.345;1.977;492;384;510;2.166;8.752;14;0;18.753
;11:Mais de 20,00;226;20;774;142;11;34;2;83;72;50;12;0;54;1.172;678;137;169;1.070;1.761;365;247;195;456;9.391;25;0;17.146;35;2;80;10;1;3;0;24;6;5;2;0;11;195;62;25;23;328;540;70;71;168;220;7.615;1;0;9.497;261;22;854;152;12;37;2;107;78;55;14;0;65;1.367;740;162;192;1.398;2.301;435;318;363;676;17.006;26;0;26.643
;{ñ class};13;34;150;56;15;17;33;86;26;59;30;13;226;98;3.232;891;191;54;1.602;2.046;909;79;210;226;49;0;10.345;1;2;10;7;3;2;4;71;17;29;135;23;183;16;157;610;83;81;1.350;246;1.930;351;304;230;25;0;5.870;14;36;160;63;18;19;37;157;43;88;165;36;409;114;3.389;1.501;274;135;2.952;2.292;2.839;430;514;456;74;0;16.215
320530:Vitória - ES;Total;2.587;49;299;314;20;80;136;1.331;216;770;117;2;1.245;2.848;14.546;13.037;2.333;2.619;15.578;11.964;12.513;2.244;5.250;27.144;647;0;117.889;423;11;23;28;1;29;32;765;87;136;388;0;2.179;414;1.340;12.737;1.485;2.875;10.449;2.517;14.945;6.736;6.766;37.494;174;0;102.034;3.010;60;322;342;21;109;168;2.096;303;906;505;2;3.424;3.262;15.886;25.774;3.818;5.494;26.027;14.481;27.458;8.980;12.016;64.638;821;0;219.923
;00:Até 0,50;0;0;0;0;0;0;0;15;0;0;1;0;9;0;61;144;7;2;34;38;305;44;72;107;0;0;839;0;0;0;0;0;0;1;20;0;2;1;0;6;0;57;84;5;7;100;38;149;58;64;175;1;0;768;0;0;0;0;0;0;1;35;0;2;2;0;15;0;118;228;12;9;134;76;454;102;136;282;1;0;1.607
;01:0,51 a 1,00;3;0;0;0;0;0;2;88;8;0;1;0;17;5;474;227;34;8;218;92;1.414;22;185;749;8;0;3.555;3;0;0;0;0;0;0;16;4;0;13;0;32;0;37;214;16;23;510;42;1.366;106;243;3.090;4;0;5.719;6;0;0;0;0;0;2;104;12;0;14;0;49;5;511;441;50;31;728;134;2.780;128;428;3.839;12;0;9.274
;02:1,01 a 1,50;1;9;28;26;0;37;57;202;70;12;70;2;563;430;5.530;6.102;582;178;4.384;1.014;3.691;372;494;639;101;0;24.594;1;2;7;8;1;16;15;139;32;34;298;0;1.737;7;386;7.317;415;392;5.255;448;8.333;2.417;1.035;2.033;26;0;30.354;2;11;35;34;1;53;72;341;102;46;368;2;2.300;437;5.916;13.419;997;570;9.639;1.462;12.024;2.789;1.529;2.672;127;0;54.948
;03:1,51 a 2,00;0;13;23;35;4;24;28;220;30;26;24;0;323;493;3.965;2.824;417;71;4.477;911;1.387;600;452;2.061;82;0;18.490;3;3;0;2;0;8;3;157;13;14;35;0;191;49;216;2.509;256;162;1.499;344;1.519;1.956;806;4.513;17;0;14.275;3;16;23;37;4;32;31;377;43;40;59;0;514;542;4.181;5.333;673;233;5.976;1.255;2.906;2.556;1.258;6.574;99;0;32.765
;04:2,01 a 3,00;41;17;99;122;9;13;32;283;48;147;13;0;162;1.073;2.650;1.854;447;135;2.569;1.675;1.396;550;603;2.903;87;0;16.928;10;2;5;6;0;5;6;155;19;4;28;0;81;54;192;1.426;307;214;1.142;439;1.162;1.276;861;5.116;21;0;12.531;51;19;104;128;9;18;38;438;67;151;41;0;243;1.127;2.842;3.280;754;349;3.711;2.114;2.558;1.826;1.464;8.019;108;0;29.459
;05:3,01 a 4,00;42;7;28;50;1;4;13;146;27;77;5;0;58;141;595;793;262;345;903;1.728;697;218;489;3.027;74;0;9.730;10;1;1;2;0;0;3;66;8;22;9;0;45;46;100;591;179;371;614;324;583;283;769;6.345;39;0;10.411;52;8;29;52;1;4;16;212;35;99;14;0;103;187;695;1.384;441;716;1.517;2.052;1.280;501;1.258;9.372;113;0;20.141
;06:4,01 a 5,00;141;1;16;21;3;0;3;99;10;158;2;0;31;75;222;328;154;222;643;1.247;393;121;493;3.257;24;0;7.664;24;2;1;3;0;0;3;58;4;20;1;0;24;15;91;217;113;284;274;202;281;184;669;3.947;13;0;6.430;165;3;17;24;3;0;6;157;14;178;3;0;55;90;313;545;267;506;917;1.449;674;305;1.162;7.204;37;0;14.094
;07:5,01 a 7,00;628;0;31;14;2;0;0;111;13;155;0;0;36;112;281;258;142;413;678;2.157;494;136;724;4.981;49;0;11.415;69;1;4;3;0;0;1;62;2;13;0;0;10;58;102;127;100;398;337;242;364;280;937;4.236;7;0;7.353;697;1;35;17;2;0;1;173;15;168;0;0;46;170;383;385;242;811;1.015;2.399;858;416;1.661;9.217;56;0;18.768
;08:7,01 a 10,00;422;0;33;12;0;1;0;70;4;92;1;0;17;259;206;183;100;452;656;1.439;717;94;585;3.111;111;0;8.565;90;0;3;2;0;0;0;40;3;13;1;0;16;123;94;74;49;464;301;166;531;83;583;2.998;23;0;5.657;512;0;36;14;0;1;0;110;7;105;2;0;33;382;300;257;149;916;957;1.605;1.248;177;1.168;6.109;134;0;14.222
;09:10,01 a 15,00;411;0;27;10;0;0;0;33;2;66;0;0;7;140;133;100;97;440;496;872;488;37;537;2.544;83;0;6.523;74;0;2;1;0;0;0;25;1;8;0;0;3;24;46;35;25;407;215;154;208;37;396;2.290;21;0;3.972;485;0;29;11;0;0;0;58;3;74;0;0;10;164;179;135;122;847;711;1.026;696;74;933;4.834;104;0;10.495
;10:15,01 a 20,00;320;0;6;9;0;0;0;19;2;17;0;0;1;32;51;45;32;186;180;279;314;17;447;1.345;21;0;3.323;74;0;0;0;0;0;0;14;1;4;0;0;3;16;10;17;7;98;27;40;48;7;308;1.024;2;0;1.700;394;0;6;9;0;0;0;33;3;21;0;0;4;48;61;62;39;284;207;319;362;24;755;2.369;23;0;5.023
;11:Mais de 20,00;577;0;7;9;0;0;0;26;2;14;0;0;0;61;31;68;46;147;129;257;361;16;121;2.289;2;0;4.163;65;0;0;0;0;0;0;5;0;2;0;0;0;19;3;15;5;33;22;41;15;5;47;1.508;0;0;1.785;642;0;7;9;0;0;0;31;2;16;0;0;0;80;34;83;51;180;151;298;376;21;168;3.797;2;0;5.948
;{ñ class};1;2;1;6;1;1;1;19;0;6;0;0;21;27;347;111;13;20;211;255;856;17;48;131;5;0;2.100;0;0;0;1;0;0;0;8;0;0;2;0;31;3;6;111;8;22;153;37;386;44;48;219;0;0;1.079;1;2;1;7;1;1;1;27;0;6;2;0;52;30;353;222;21;42;364;292;1.242;61;96;350;5;0;3.179
330455:Rio de Janeiro - RJ;Total;13.166;4.174;13.430;10.557;3.593;7.595;2.558;12.961;7.484;16.011;5.633;523;23.512;27.827;87.019;168.712;43.464;31.083;255.606;120.947;148.340;24.704;37.993;216.747;1.549;0;1.285.188;4.868;763;1.889;2.059;1.139;730;509;6.933;3.938;9.241;16.174;215;12.475;5.196;7.397;126.393;22.411;32.852;116.333;33.030;121.734;59.005;60.924;230.119;183;0;876.510;18.034;4.937;15.319;12.616;4.732;8.325;3.067;19.894;11.422;25.252;21.807;738;35.987;33.023;94.416;295.105;65.875;63.935;371.939;153.977;270.074;83.709;98.917;446.866;1.732;0;2.161.698
;00:Até 0,50;0;1;6;0;3;0;1;9;10;31;2;0;25;22;80;67;12;2;175;209;788;10;566;203;0;0;2.222;0;0;4;1;0;0;1;2;0;13;11;0;19;6;8;55;8;11;144;110;604;21;803;225;0;0;2.046;0;1;10;1;3;0;2;11;10;44;13;0;44;28;88;122;20;13;319;319;1.392;31;1.369;428;0;0;4.268
;01:0,51 a 1,00;3;92;177;88;31;71;108;288;136;264;142;7;297;182;665;2.155;389;151;2.370;1.302;5.497;111;1.813;1.083;46;0;17.468;6;13;53;22;10;10;34;184;86;141;229;19;270;42;187;1.925;276;202;3.877;368;7.367;269;3.634;838;3;0;20.065;9;105;230;110;41;81;142;472;222;405;371;26;567;224;852;4.080;665;353;6.247;1.670;12.864;380;5.447;1.921;49;0;37.533
;02:1,01 a 1,50;70;636;1.739;862;349;355;888;1.986;992;2.400;2.550;210;9.627;3.249;7.004;77.764;13.869;1.338;58.240;17.042;67.818;4.291;6.063;10.389;588;0;290.319;42;198;487;335;295;97;231;1.544;1.150;2.643;10.691;96;7.869;808;1.521;73.256;7.963;1.777;46.393;5.119;65.878;15.848;13.823;27.556;87;0;285.707;112;834;2.226;1.197;644;452;1.119;3.530;2.142;5.043;13.241;306;17.496;4.057;8.525;151.020;21.832;3.115;104.633;22.161;133.696;20.139;19.886;37.945;675;0;576.026
;03:1,51 a 2,00;96;801;2.212;1.228;405;1.206;453;1.541;707;2.066;1.183;133;3.666;7.380;20.769;38.045;8.143;1.313;65.139;21.943;26.524;5.436;4.014;10.166;503;0;225.072;25;176;340;309;232;146;73;821;730;1.325;2.633;39;1.363;1.214;1.308;22.470;3.301;2.255;18.375;7.583;15.770;13.736;11.418;19.753;23;0;125.418;121;977;2.552;1.537;637;1.352;526;2.362;1.437;3.391;3.816;172;5.029;8.594;22.077;60.515;11.444;3.568;83.514;29.526;42.294;19.172;15.432;29.919;526;0;350.490
;04:2,01 a 3,00;231;988;2.498;1.940;673;1.697;729;2.817;1.225;2.607;942;90;3.736;2.627;28.426;27.034;6.764;3.066;60.251;24.841;18.369;4.879;4.912;38.115;153;0;239.610;104;119;268;339;221;133;71;1.093;610;1.191;1.328;15;1.047;377;1.295;14.831;3.226;4.672;15.922;5.147;10.951;10.505;7.349;26.366;17;0;107.197;335;1.107;2.766;2.279;894;1.830;800;3.910;1.835;3.798;2.270;105;4.783;3.004;29.721;41.865;9.990;7.738;76.173;29.988;29.320;15.384;12.261;64.481;170;0;346.807
;05:3,01 a 4,00;215;492;1.524;1.367;482;1.779;193;1.547;915;1.534;339;32;1.779;2.126;10.134;9.387;3.189;3.562;21.849;18.026;7.879;2.465;3.145;31.859;138;0;125.957;109;61;151;169;95;118;41;707;231;705;429;20;670;266;629;5.603;1.576;4.248;7.283;3.069;5.247;4.524;4.462;39.298;19;0;79.730;324;553;1.675;1.536;577;1.897;234;2.254;1.146;2.239;768;52;2.449;2.392;10.763;14.990;4.765;7.810;29.132;21.095;13.126;6.989;7.607;71.157;157;0;205.687
;06:4,01 a 5,00;242;331;1.123;960;354;685;76;1.003;742;985;116;14;1.161;1.817;4.719;4.159;1.781;2.774;8.835;6.233;4.121;2.460;2.367;25.140;33;0;72.231;133;28;114;118;54;60;16;546;143;411;172;10;335;299;449;2.445;942;3.473;4.244;1.830;2.755;5.703;3.188;32.468;11;0;59.947;375;359;1.237;1.078;408;745;92;1.549;885;1.396;288;24;1.496;2.116;5.168;6.604;2.723;6.247;13.079;8.063;6.876;8.163;5.555;57.608;44;0;132.178
;07:5,01 a 7,00;594;268;1.454;1.208;387;635;40;1.307;954;1.297;143;20;1.332;2.787;4.320;3.874;1.983;4.372;9.742;7.358;4.639;2.114;3.858;39.367;28;0;94.081;311;57;129;209;52;49;14;753;201;625;184;3;286;471;599;2.424;1.289;4.987;5.351;2.733;3.421;4.122;4.515;35.893;4;0;68.682;905;325;1.583;1.417;439;684;54;2.060;1.155;1.922;327;23;1.618;3.258;4.919;6.298;3.272;9.359;15.093;10.091;8.060;6.236;8.373;75.260;32;0;162.763
;08:7,01 a 10,00;915;181;1.116;988;312;426;20;901;646;1.323;89;9;695;3.045;3.257;2.010;1.797;3.913;8.406;7.150;4.445;1.331;3.312;24.954;24;0;71.265;415;47;121;170;52;48;10;432;238;706;108;7;158;611;593;1.212;1.282;4.190;4.594;2.225;3.653;2.182;4.128;18.877;9;0;46.068;1.330;228;1.237;1.158;364;474;30;1.333;884;2.029;197;16;853;3.656;3.850;3.222;3.079;8.103;13.000;9.375;8.098;3.513;7.440;43.831;33;0;117.333
;09:10,01 a 15,00;1.669;132;607;805;202;295;8;611;457;1.296;42;3;296;1.920;2.691;1.232;1.423;3.949;7.128;5.582;2.804;918;2.685;15.521;10;0;52.286;954;33;108;189;38;33;6;348;236;662;28;2;72;493;429;496;915;3.418;3.924;1.970;2.096;911;3.189;13.733;2;0;34.285;2.623;165;715;994;240;328;14;959;693;1.958;70;5;368;2.413;3.120;1.728;2.338;7.367;11.052;7.552;4.900;1.829;5.874;29.254;12;0;86.571
;10:15,01 a 20,00;2.452;69;288;354;96;108;2;290;194;934;12;1;82;803;1.426;440;927;2.455;3.523;2.994;1.233;172;1.674;7.311;2;0;27.842;1.163;4;44;104;15;10;0;149;88;307;12;0;23;226;168;140;538;1.568;1.694;949;799;190;1.570;5.578;2;0;15.341;3.615;73;332;458;111;118;2;439;282;1.241;24;1;105;1.029;1.594;580;1.465;4.023;5.217;3.943;2.032;362;3.244;12.889;4;0;43.183
;11:Mais de 20,00;6.644;76;448;617;174;125;4;434;374;946;18;0;167;1.757;1.903;497;2.628;3.947;5.867;3.473;2.181;177;2.022;12.398;3;0;46.880;1.600;9;50;77;19;8;2;194;141;295;9;0;16;372;130;135;905;1.698;1.918;718;986;94;1.292;9.304;2;0;19.974;8.244;85;498;694;193;133;6;628;515;1.241;27;0;183;2.129;2.033;632;3.533;5.645;7.785;4.191;3.167;271;3.314;21.702;5;0;66.854
;{ñ class};35;107;238;140;125;213;36;227;132;328;55;4;649;112;1.625;2.048;559;241;4.081;4.794;2.042;340;1.562;241;21;0;19.955;6;18;20;17;56;18;10;160;84;217;340;4;347;11;81;1.401;190;353;2.614;1.209;2.207;900;1.553;230;4;0;12.050;41;125;258;157;181;231;46;387;216;545;395;8;996;123;1.706;3.449;749;594;6.695;6.003;4.249;1.240;3.115;471;25;0;32.005
355030:São Paulo - SP;Total;1.735;9.323;54.586;42.183;21.741;22.446;9.851;35.792;20.015;55.509;37.180;1.444;44.002;27.618;207.326;332.112;123.435;80.490;472.250;208.796;197.126;54.026;49.315;351.663;3.827;0;2.463.791;553;2.037;10.296;10.927;10.633;4.980;2.068;21.889;11.119;31.579;65.455;635;39.270;5.755;19.073;252.862;71.477;93.181;313.750;60.673;229.468;138.056;81.271;547.086;1.192;0;2.025.285;2.288;11.360;64.882;53.110;32.374;27.426;11.919;57.681;31.134;87.088;102.635;2.079;83.272;33.373;226.399;584.974;194.912;173.671;786.000;269.469;426.594;192.082;130.586;898.749;5.019;0;4.489.076
;00:Até 0,50;1;9;21;5;2;2;1;5;3;4;15;0;10;5;494;145;55;16;303;109;345;115;172;2.710;1;0;4.548;0;0;7;1;2;7;1;2;0;1;13;0;14;1;9;140;40;23;544;43;514;282;260;6.496;1;0;8.401;1;9;28;6;4;9;2;7;3;5;28;0;24;6;503;285;95;39;847;152;859;397;432;9.206;2;0;12.949
;01:0,51 a 1,00;2;41;109;80;22;28;29;115;43;60;57;2;302;2.371;1.635;3.847;405;294;3.526;1.572;9.585;764;1.343;13.927;95;0;40.254;1;7;36;27;27;6;12;75;42;57;158;1;599;176;198;4.280;339;334;7.635;1.854;16.479;1.891;2.038;42.183;57;0;78.512;3;48;145;107;49;34;41;190;85;117;215;3;901;2.547;1.833;8.127;744;628;11.161;3.426;26.064;2.655;3.381;56.110;152;0;118.766
;02:1,01 a 1,50;28;288;1.847;682;604;522;453;1.138;1.255;1.053;5.687;457;5.303;3.194;11.217;36.384;9.988;1.463;61.222;14.288;35.038;2.756;4.129;9.595;1.228;0;209.819;18;91;462;303;540;186;330;1.517;1.228;1.510;12.343;299;11.999;739;3.832;39.511;7.948;3.063;101.320;5.548;73.263;13.562;14.588;19.273;518;0;313.991;46;379;2.309;985;1.144;708;783;2.655;2.483;2.563;18.030;756;17.302;3.933;15.049;75.895;17.936;4.526;162.542;19.836;108.301;16.318;18.717;28.868;1.746;0;523.810
;03:1,51 a 2,00;267;2.119;13.697;6.121;4.829;2.713;3.312;4.875;4.532;9.469;12.518;408;11.583;2.051;52.193;126.661;33.165;2.287;79.277;35.579;59.594;6.916;4.636;16.473;789;0;496.064;61;613;3.544;2.496;4.072;1.149;666;4.559;3.740;8.188;32.150;154;11.955;156;3.661;116.140;23.739;4.770;66.673;10.325;57.277;24.890;12.514;47.430;168;0;441.090;328;2.732;17.241;8.617;8.901;3.862;3.978;9.434;8.272;17.657;44.668;562;23.538;2.207;55.854;242.801;56.904;7.057;145.950;45.904;116.871;31.806;17.150;63.903;957;0;937.154
;04:2,01 a 3,00;320;2.209;15.570;8.388;4.756;4.759;3.147;7.878;4.791;10.757;9.971;348;10.552;3.335;73.746;87.405;29.897;6.825;141.874;53.217;40.701;11.561;7.965;38.684;694;0;579.350;49;546;2.805;3.256;2.478;1.486;468;4.954;2.688;5.913;12.557;112;5.768;321;3.553;49.509;13.780;12.440;50.188;11.535;30.975;27.828;12.863;86.032;111;0;342.215;369;2.755;18.375;11.644;7.234;6.245;3.615;12.832;7.479;16.670;22.528;460;16.320;3.656;77.299;136.914;43.677;19.265;192.062;64.752;71.676;39.389;20.828;124.716;805;0;921.565
;05:3,01 a 4,00;154;1.129;7.777;5.913;2.553;3.270;1.247;4.964;2.378;5.833;3.766;109;4.230;2.147;24.920;28.839;13.075;8.213;63.731;32.647;15.259;8.285;5.694;30.575;181;0;276.889;47;192;977;1.172;848;651;184;2.317;1.082;2.230;3.262;23;2.201;385;1.712;16.030;6.338;12.470;21.906;6.662;14.366;20.075;8.234;81.555;63;0;204.982;201;1.321;8.754;7.085;3.401;3.921;1.431;7.281;3.460;8.063;7.028;132;6.431;2.532;26.632;44.869;19.413;20.683;85.637;39.309;29.625;28.360;13.928;112.130;244;0;481.871
;06:4,01 a 5,00;94;834;4.513;4.193;1.507;2.567;600;3.567;1.362;3.748;1.565;46;2.186;1.699;11.540;13.803;7.154;7.400;29.166;17.535;8.372;5.786;4.193;54.426;91;0;187.947;23;115;534;746;447;317;99;1.429;553;1.260;1.249;13;1.277;425;1.179;7.537;3.853;10.829;13.347;4.279;8.471;13.679;5.540;78.158;31;0;155.390;117;949;5.047;4.939;1.954;2.884;699;4.996;1.915;5.008;2.814;59;3.463;2.124;12.719;21.340;11.007;18.229;42.513;21.814;16.843;19.465;9.733;132.584;122;0;343.337
;07:5,01 a 7,00;152;1.032;4.515;5.504;1.663;2.881;388;4.513;1.854;4.479;1.375;32;2.333;2.643;10.411;12.776;8.016;11.063;27.867;15.219;9.582;5.868;4.906;93.654;119;0;232.845;54;127;590;854;591;372;93;2.055;588;2.078;1.317;13;1.456;818;1.514;8.010;4.663;15.301;15.235;6.693;10.215;13.762;6.882;86.238;54;0;179.573;206;1.159;5.105;6.358;2.254;3.253;481;6.568;2.442;6.557;2.692;45;3.789;3.461;11.925;20.786;12.679;26.364;43.102;21.912;19.797;19.630;11.788;179.892;173;0;412.418
;08:7,01 a 10,00;119;725;2.682;4.420;1.596;2.161;196;3.307;1.699;4.175;790;15;1.832;3.629;7.222;7.490;6.293;11.157;21.654;11.207;6.849;4.957;4.841;38.855;97;0;147.968;66;118;502;807;553;247;75;1.858;444;2.475;757;5;1.033;890;1.526;4.332;3.802;12.815;12.803;6.130;7.330;10.484;6.410;46.082;68;0;121.612;185;843;3.184;5.227;2.149;2.408;271;5.165;2.143;6.650;1.547;20;2.865;4.519;8.748;11.822;10.095;23.972;34.457;17.337;14.179;15.441;11.251;84.937;165;0;269.580
;09:10,01 a 15,00;138;363;1.547;3.157;1.419;1.540;116;2.378;841;5.313;514;3;1.612;3.024;4.390;4.866;5.261;11.553;15.155;8.929;4.420;3.147;3.962;19.850;135;0;103.633;85;99;399;660;504;258;69;1.381;301;3.398;354;6;862;924;995;2.544;2.847;10.449;9.146;3.938;4.156;5.743;5.258;25.786;62;0;80.224;223;462;1.946;3.817;1.923;1.798;185;3.759;1.142;8.711;868;9;2.474;3.948;5.385;7.410;8.108;22.002;24.301;12.867;8.576;8.890;9.220;45.636;197;0;183.857
;10:15,01 a 20,00;159;176;574;1.355;912;680;64;1.028;352;4.042;223;4;842;1.189;1.745;2.355;2.952;7.097;7.707;4.627;1.913;1.166;2.622;10.601;81;0;54.466;66;50;117;269;196;109;20;682;139;1.884;121;0;447;358;362;1.058;1.446;4.949;4.174;1.439;1.389;1.420;2.766;10.042;23;0;33.526;225;226;691;1.624;1.108;789;84;1.710;491;5.926;344;4;1.289;1.547;2.107;3.413;4.398;12.046;11.881;6.066;3.302;2.586;5.388;20.643;104;0;87.992
;11:Mais de 20,00;278;210;880;1.804;1.625;998;159;1.555;636;5.764;352;4;2.283;1.700;2.659;3.971;5.840;12.645;14.442;7.522;2.725;1.668;3.667;20.686;227;0;94.300;78;34;150;239;247;115;21;806;143;2.115;124;2;677;401;333;1.233;2.046;5.084;5.267;1.343;1.115;1.268;2.849;13.185;25;0;38.900;356;244;1.030;2.043;1.872;1.113;180;2.361;779;7.879;476;6;2.960;2.101;2.992;5.204;7.886;17.729;19.709;8.865;3.840;2.936;6.516;33.871;252;0;133.200
;{ñ class};23;188;854;561;253;325;139;469;269;812;347;16;934;631;5.154;3.570;1.334;477;6.326;6.345;2.743;1.037;1.185;1.627;89;0;35.708;5;45;173;97;128;77;30;254;171;470;1.050;7;982;161;199;2.538;636;654;5.512;884;3.918;3.172;1.069;4.626;11;0;26.869;28;233;1.027;658;381;402;169;723;440;1.282;1.397;23;1.916;792;5.353;6.108;1.970;1.131;11.838;7.229;6.661;4.209;2.254;6.253;100;0;62.577
410690:Curitiba - PR;Total;162;1.747;6.592;12.584;3.818;11.215;4.155;7.776;2.556;4.721;1.306;56;9.562;14.940;26.734;63.333;11.851;11.039;56.161;33.600;30.032;8.719;13.803;66.653;1.221;0;404.336;33;176;1.191;3.112;2.618;1.472;905;4.114;1.671;2.688;2.354;23;9.678;3.190;1.928;58.572;6.569;12.226;39.779;8.523;54.040;27.776;20.688;103.878;258;0;367.462;195;1.923;7.783;15.696;6.436;12.687;5.060;11.890;4.227;7.409;3.660;79;19.240;18.130;28.662;121.905;18.420;23.265;95.940;42.123;84.072;36.495;34.491;170.531;1.479;0;771.798
;00:Até 0,50;0;1;2;1;0;4;3;1;1;28;1;0;6;4;14;62;4;1;120;11;218;5;106;15;2;0;610;0;0;0;1;1;0;1;1;3;1;0;0;11;1;1;106;7;6;370;8;593;8;107;22;2;0;1.250;0;1;2;2;1;4;4;2;4;29;1;0;17;5;15;168;11;7;490;19;811;13;213;37;4;0;1.860
