Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;09:Ignorado;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total;04:Indústria Mecânica;10:Indústria Química;11:Indústria Têxtil;13:Alimentos e Bebidas;15:Construção Civil;16:Comércio Varejista;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;24:Administração Pública;Total;01:Extrativa Mineral;02:Prod. Mineral Não Metálico;03:Indústria Metalúrgica;04:Indústria Mecânica;05:Elétrico e Comunic;06:Material de Transporte;07:Madeira e Mobiliário;08:Papel e Gráf;09:Borracha, Fumo, Couros;10:Indústria Química;11:Indústria Têxtil;12:Indústria Calçados;13:Alimentos e Bebidas;14:Serviço Utilidade Pública;15:Construção Civil;16:Comércio Varejista;17:Comércio Atacadista;18:Instituição Financeira;19:Adm Técnica Profissional;20:Transporte e Comunicações;21:Aloj Comunic;22:Médicos Odontológicos Vet;23:Ensino;24:Administração Pública;25:Agricultura;99:Outros, ignorados;{ñ class};Total
;08:7,01 a 10,00;4;2;0;6;1;0;4;5;0;83;1;0;52;152;557;215;65;184;193;141;73;82;534;2.903;26;24;0;5.307;0;1;0;1;0;0;2;2;0;24;2;1;11;23;31;186;24;161;134;42;66;140;601;1.401;13;0;0;2.866;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;7;1;0;6;7;0;107;3;1;63;175;588;401;89;345;327;183;139;222;1.135;4.304;39;24;0;8.173
;09:10,01 a 15,00;10;0;1;2;0;0;0;0;0;116;0;0;44;97;547;181;62;123;182;82;57;26;555;2.052;8;36;0;4.181;0;0;0;1;0;0;1;1;0;27;0;0;16;25;22;116;12;95;99;23;68;66;491;1.202;3;3;0;2.271;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;3;0;0;1;1;0;143;0;0;60;122;569;297;74;218;281;105;125;92;1.046;3.254;11;39;0;6.452
;10:15,01 a 20,00;3;0;0;0;0;0;0;0;2;56;0;0;16;27;232;55;14;91;37;31;13;6;268;850;0;6;0;1.707;0;0;0;0;0;0;0;0;0;7;0;0;4;5;6;43;4;51;10;12;12;17;194;375;0;1;0;741;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;63;0;0;20;32;238;98;18;142;47;43;25;23;462;1.225;0;7;0;2.448
;11:Mais de 20,00;1;0;0;1;0;0;0;0;0;40;0;0;27;17;212;110;28;211;79;68;24;28;56;1.108;1;5;0;2.016;1;0;0;0;0;0;0;0;0;8;0;0;15;0;16;125;2;158;22;14;13;37;40;475;0;1;0;927;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;48;0;0;42;17;228;235;30;369;101;82;37;65;96;1.583;1;6;0;2.943
;{ñ class};7;59;182;123;9;5;107;60;13;76;55;1;799;392;2.240;2.282;413;144;1.989;1.278;2.118;275;603;94;84;44;18;13.470;2;5;14;9;1;1;17;24;5;35;108;0;219;50;78;1.714;214;99;1.170;234;1.628;848;846;80;10;1;1;7.413;0;0;0;0;0;0;0;0;0;0;0;0;9;64;196;132;10;6;124;84;18;111;163;1;1.018;442;2.318;3.996;627;243;3.159;1.512;3.746;1.123;1.449;174;94;45;19;20.883
280030:Aracaju - SE;Total;416;249;621;700;57;35;399;505;298;356;470;0;1.639;2.698;11.968;17.600;3.608;1.640;23.024;6.015;14.738;6.047;4.847;26.001;709;158;7;124.805;50;29;133;547;7;3;59;168;159;193;342;0;1.851;611;1.146;15.917;1.710;1.858;9.620;1.254;13.240;16.181;7.977;27.606;128;4;0;100.793;0;0;0;0;0;0;0;0;0;0;0;0;466;278;754;1.247;64;38;458;673;457;549;812;0;3.490;3.309;13.114;33.517;5.318;3.498;32.644;7.269;27.978;22.228;12.824;53.607;837;162;7;225.598
;00:Até 0,50;0;0;7;2;0;0;1;3;4;4;8;0;24;3;147;266;40;7;248;129;416;97;245;147;9;0;0;1.807;0;0;4;4;0;0;0;2;3;6;7;0;26;5;49;297;39;16;195;60;409;203;231;192;13;0;0;1.761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;0;0;1;5;7;10;15;0;50;8;196;563;79;23;443;189;825;300;476;339;22;0;0;3.568
;01:0,51 a 1,00;9;14;47;43;3;5;39;31;25;24;24;0;144;65;1.811;1.197;246;56;1.576;291;1.359;204;722;531;47;22;0;8.535;4;1;8;79;1;1;9;14;17;19;31;0;141;34;199;1.261;140;80;849;140;1.442;646;1.056;370;8;1;0;6.551;0;0;0;0;0;0;0;0;0;0;0;0;13;15;55;122;4;6;48;45;42;43;55;0;285;99;2.010;2.458;386;136;2.425;431;2.801;850;1.778;901;55;23;0;15.086
;02:1,01 a 1,50;9;158;271;437;26;22;208;234;135;160;185;0;878;571;4.297;9.362;1.550;141;8.757;1.991;7.179;1.790;1.166;1.155;198;19;1;40.900;4;18;53;389;4;1;23;75;81;97;205;0;1.143;200;314;8.808;850;378;4.976;453;7.377;5.998;2.748;2.268;18;1;0;36.482;0;0;0;0;0;0;0;0;0;0;0;0;13;176;324;826;30;23;231;309;216;257;390;0;2.021;771;4.611;18.170;2.400;519;13.733;2.444;14.556;7.788;3.914;3.423;216;20;1;77.382
;03:1,51 a 2,00;9;45;123;51;17;2;60;79;52;63;117;0;297;544;1.777;2.930;654;85;6.373;894;2.085;899;441;3.274;87;21;1;20.980;3;3;22;22;2;0;6;14;21;34;31;0;270;19;120;2.131;215;128;1.153;158;1.099;2.914;890;5.289;5;0;0;14.549;0;0;0;0;0;0;0;0;0;0;0;0;12;48;145;73;19;2;66;93;73;97;148;0;567;563;1.897;5.061;869;213;7.526;1.052;3.184;3.813;1.331;8.563;92;21;1;35.529
;04:2,01 a 3,00;82;8;70;58;5;0;31;30;46;24;82;0;90;490;994;1.362;450;183;1.799;1.258;1.190;848;557;3.700;39;33;0;13.429;3;3;12;14;0;0;6;15;21;8;9;0;52;48;128;1.105;177;192;681;115;742;2.674;1.072;4.541;3;0;0;11.621;0;0;0;0;0;0;0;0;0;0;0;0;85;11;82;72;5;0;37;45;67;32;91;0;142;538;1.122;2.467;627;375;2.480;1.373;1.932;3.522;1.629;8.241;42;33;0;25.050
;05:3,01 a 4,00;73;1;23;27;0;0;5;10;14;8;16;0;12;263;299;381;176;144;457;405;333;521;358;1.393;6;14;3;4.942;2;0;5;3;0;0;0;5;8;1;8;0;27;54;55;390;59;136;281;62;268;1.402;519;1.736;3;1;0;5.025;0;0;0;0;0;0;0;0;0;0;0;0;75;1;28;30;0;0;5;15;22;9;24;0;39;317;354;771;235;280;738;467;601;1.923;877;3.129;9;15;3;9.967
;06:4,01 a 5,00;38;0;2;13;0;0;1;11;2;3;3;0;12;124;187;185;72;118;257;90;116;428;206;2.982;32;8;1;4.891;0;0;2;3;0;0;0;10;1;2;3;0;3;43;42;223;27;163;101;33;108;651;208;2.019;14;1;0;3.657;0;0;0;0;0;0;0;0;0;0;0;0;38;0;4;16;0;0;1;21;3;5;6;0;15;167;229;408;99;281;358;123;224;1.079;414;5.001;46;9;1;8.548
;07:5,01 a 7,00;10;2;8;11;0;0;0;12;6;3;8;0;7;131;283;186;50;179;291;83;121;379;261;6.688;90;9;1;8.819;2;0;0;0;0;0;0;1;1;4;1;0;5;30;33;160;29;184;117;25;129;418;243;6.945;26;0;0;8.353;0;0;0;0;0;0;0;0;0;0;0;0;12;2;8;11;0;0;0;13;7;7;9;0;12;161;316;346;79;363;408;108;250;797;504;13.633;116;9;1;17.172
;08:7,01 a 10,00;22;0;21;4;0;0;0;1;0;9;2;0;20;108;249;146;38;200;296;56;61;263;182;3.128;77;12;0;4.895;4;0;16;0;0;0;0;0;1;3;0;0;9;46;38;95;15;173;100;26;59;255;205;2.563;3;0;0;3.611;0;0;0;0;0;0;0;0;0;0;0;0;26;0;37;4;0;0;0;1;1;12;2;0;29;154;287;241;53;373;396;82;120;518;387;5.691;80;12;0;8.506
;09:10,01 a 15,00;31;0;4;2;0;0;0;4;3;16;0;0;5;104;209;144;18;177;169;57;65;239;223;1.353;18;10;0;2.851;4;0;0;0;0;0;0;1;0;4;0;0;5;42;21;103;16;154;48;14;64;225;177;819;2;0;0;1.699;0;0;0;0;0;0;0;0;0;0;0;0;35;0;4;2;0;0;0;5;3;20;0;0;10;146;230;247;34;331;217;71;129;464;400;2.172;20;10;0;4.550
;10:15,01 a 20,00;16;0;0;0;0;0;0;0;0;6;0;0;1;57;82;83;12;77;67;20;32;113;114;595;0;0;0;1.275;6;0;0;1;0;0;0;0;0;0;0;0;1;25;1;70;7;63;21;6;12;111;52;289;0;0;0;665;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;0;0;0;0;0;6;0;0;2;82;83;153;19;140;88;26;44;224;166;884;0;0;0;1.940
;11:Mais de 20,00;75;0;0;0;0;0;0;0;0;11;3;0;1;49;74;133;11;165;111;49;40;60;18;1.000;5;0;0;1.805;14;0;0;0;0;0;1;0;0;2;0;0;3;14;5;96;3;115;60;24;25;34;11;520;3;0;0;930;0;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;1;0;0;13;3;0;4;63;79;229;14;280;171;73;65;94;29;1.520;8;0;0;2.735
;{ñ class};42;21;45;52;6;6;54;90;11;25;22;0;148;189;1.559;1.225;291;108;2.623;692;1.741;206;354;55;101;10;0;9.676;4;4;11;32;0;1;14;31;5;13;47;0;166;51;141;1.178;133;76;1.038;138;1.506;650;565;55;30;0;0;5.889;0;0;0;0;0;0;0;0;0;0;0;0;46;25;56;84;6;7;68;121;16;38;69;0;314;240;1.700;2.403;424;184;3.661;830;3.247;856;919;110;131;10;0;15.565
292740:Salvador - BA;Total;422;715;4.025;1.236;483;227;1.087;872;742;1.597;882;6;7.166;10.904;49.657;55.239;12.900;4.104;80.597;38.964;31.541;22.607;18.139;85.796;822;296;1;431.027;106;143;583;233;88;60;287;466;386;815;1.892;9;5.096;2.955;4.973;46.609;7.280;5.818;51.034;10.165;33.394;59.989;29.567;95.043;158;11;4;357.164;0;0;0;1;0;0;2;0;0;1;0;4;528;858;4.608;1.469;571;287;1.374;1.338;1.128;2.412;2.774;15;12.263;13.859;54.630;101.848;20.180;9.922;131.633;49.129;64.935;82.597;47.706;180.839;980;307;5;788.195
;00:Até 0,50;4;2;17;2;2;3;19;10;0;6;6;0;106;97;588;813;299;19;558;374;469;324;293;100;0;6;0;4.117;2;1;15;1;1;1;10;7;2;3;7;0;105;132;303;940;436;65;665;310;649;553;395;153;1;0;0;4.757;0;0;0;0;0;0;0;0;0;0;0;0;6;3;32;3;3;4;29;17;2;9;13;0;211;229;891;1.753;735;84;1.223;684;1.118;877;688;253;1;6;0;8.874
;01:0,51 a 1,00;4;26;128;64;20;19;88;66;58;70;80;1;483;262;3.266;3.672;805;108;6.105;1.175;2.808;763;1.903;3.574;131;16;0;25.695;3;8;29;16;8;4;32;40;38;48;136;0;648;169;372;3.224;620;188;9.485;938;3.934;1.733;4.541;10.394;11;0;0;36.619;0;0;0;0;0;0;0;0;0;0;0;0;7;34;157;80;28;23;120;106;96;118;216;1;1.131;431;3.638;6.896;1.425;296;15.590;2.113;6.742;2.496;6.444;13.968;142;16;0;62.314
;02:1,01 a 1,50;36;241;644;281;156;58;532;260;261;542;515;4;3.312;4.184;13.546;29.700;5.816;328;32.285;8.512;14.339;7.096;3.914;3.405;421;64;0;130.452;4;57;167;67;36;26;154;130;157;340;1.265;7;2.699;961;1.588;25.397;3.206;934;20.142;4.114;17.030;20.830;7.523;5.000;66;5;0;111.905;0;0;0;0;0;0;0;0;0;0;0;0;40;298;811;348;192;84;686;390;418;882;1.780;11;6.011;5.145;15.134;55.097;9.022;1.262;52.427;12.626;31.369;27.926;11.437;8.405;487;69;0;242.357
;03:1,51 a 2,00;44;229;434;220;93;52;191;128;160;275;121;1;1.124;1.398;10.539;7.662;2.024;161;17.036;7.951;4.358;5.065;1.626;5.121;60;48;0;66.121;7;25;90;50;21;11;21;44;64;58;142;0;401;88;684;5.177;821;385;5.179;1.332;3.484;10.978;2.742;7.380;22;1;0;39.207;0;0;0;0;0;0;0;0;0;0;0;0;51;254;524;270;114;63;212;172;224;333;263;1;1.525;1.486;11.223;12.839;2.845;546;22.215;9.283;7.842;16.043;4.368;12.501;82;49;0;105.328
;04:2,01 a 3,00;86;125;539;225;65;34;71;86;133;245;44;0;890;1.299;9.409;4.045;1.516;258;8.077;8.256;3.103;3.909;2.021;10.252;24;28;0;54.740;17;18;127;33;13;6;24;36;68;44;59;0;315;413;711;3.259;715;514;4.330;1.015;2.405;11.775;3.260;15.956;11;0;0;45.124;0;0;0;0;0;0;0;0;0;0;0;0;103;143;666;258;78;40;95;122;201;289;103;0;1.205;1.712;10.120;7.304;2.231;772;12.407;9.271;5.508;15.684;5.281;26.208;35;28;0;99.864
;05:3,01 a 4,00;42;24;504;127;23;25;24;57;43;77;10;0;284;790;3.114;1.489;646;331;3.041;2.485;962;1.588;1.510;6.343;10;11;0;23.560;9;14;62;16;4;2;4;37;17;39;26;0;151;177;315;1.315;318;474;2.154;460;967;4.038;2.152;11.186;11;0;0;23.948;0;0;0;0;0;0;0;0;0;0;0;0;51;38;566;143;27;27;28;94;60;116;36;0;435;967;3.429;2.804;964;805;5.195;2.945;1.929;5.626;3.662;17.529;21;11;0;47.508
;06:4,01 a 5,00;49;7;525;74;8;4;17;44;14;56;7;0;107;458;1.202;898;306;315;1.649;932;482;721;1.101;18.105;4;4;0;27.089;5;4;24;13;1;1;5;23;4;38;4;0;68;145;189;1.013;201;458;1.425;253;524;2.041;1.466;10.068;3;0;0;17.976;0;0;0;0;0;0;0;0;0;0;0;0;54;11;549;87;9;5;22;67;18;94;11;0;175;603;1.391;1.911;507;773;3.074;1.185;1.006;2.762;2.567;28.173;7;4;0;45.065
;07:5,01 a 7,00;44;14;613;95;6;3;17;46;12;70;4;0;153;557;1.004;762;327;542;1.798;831;461;882;1.336;16.653;5;8;0;26.243;14;9;27;9;1;0;4;46;7;49;6;0;76;198;207;701;174;692;1.473;274;447;2.464;1.913;12.954;4;0;2;21.751;0;0;0;0;0;0;0;0;0;0;0;0;58;23;640;104;7;3;21;92;19;119;10;0;229;755;1.211;1.463;501;1.234;3.271;1.105;908;3.346;3.249;29.607;9;8;2;47.994
;08:7,01 a 10,00;35;5;407;32;9;0;4;23;8;35;0;0;111;500;788;583;225;542;1.476;534;250;452;1.125;8.747;6;15;0;15.912;9;5;18;5;0;1;2;22;5;49;2;0;64;185;155;529;110;618;1.327;236;230;1.197;1.495;11.845;2;1;2;18.114;0;0;0;0;0;0;0;0;0;0;0;0;44;10;425;37;9;1;6;45;13;84;2;0;175;685;943;1.112;335;1.160;2.803;770;480;1.649;2.620;20.592;8;16;2;34.026
;09:10,01 a 15,00;25;2;85;17;7;0;1;22;3;47;0;0;77;428;696;525;184;421;1.338;438;168;390;1.148;7.266;13;35;0;13.336;14;0;4;2;0;1;3;20;4;51;2;0;59;216;65;539;116;399;1.093;115;171;780;1.401;5.545;4;0;0;10.604;0;0;0;0;0;0;0;0;0;0;0;0;39;2;89;19;7;1;4;42;7;98;2;0;136;644;761;1.064;300;820;2.431;553;339;1.170;2.549;12.811;17;35;0;23.940
;10:15,01 a 20,00;13;1;8;5;0;0;1;15;0;29;0;0;65;210;394;257;71;192;500;143;93;241;594;2.817;4;12;0;5.665;11;0;3;1;0;0;0;6;1;21;0;0;122;67;24;251;38;141;470;37;80;465;597;2.185;2;2;0;4.524;0;0;0;0;0;0;0;0;0;0;0;0;24;1;11;6;0;0;1;21;1;50;0;0;187;277;418;508;109;333;970;180;173;706;1.191;5.002;6;14;0;10.189
;11:Mais de 20,00;31;2;7;5;2;0;1;10;5;52;0;0;18;137;591;365;128;659;681;239;541;235;316;3.241;9;6;0;7.281;10;0;2;1;0;0;0;6;2;33;0;0;52;45;48;412;30;624;564;87;60;535;328;2.241;2;1;0;5.083;0;0;0;0;0;0;0;0;0;0;0;0;41;2;9;6;2;0;1;16;7;85;0;0;70;182;639;777;158;1.283;1.245;326;601;770;644;5.482;11;7;0;12.364
;{ñ class};9;37;114;89;92;29;121;105;45;93;95;0;436;584;4.520;4.468;553;228;6.053;7.094;3.507;941;1.252;172;135;43;1;30.816;1;2;15;19;3;7;28;49;17;42;243;2;336;159;312;3.852;495;326;2.727;994;3.413;2.600;1.754;136;19;1;0;17.552;0;0;0;1;0;0;2;0;0;1;0;4;10;39;129;108;95;36;149;154;62;135;338;2;773;743;4.832;8.320;1.048;554;8.782;8.088;6.920;3.542;3.006;308;154;44;1;48.372
310620:Belo Horizonte - MG;Total;723;1.297;6.925;4.520;1.163;896;1.571;2.456;2.505;2.509;1.533;204;7.016;17.271;86.268;76.563;15.211;11.463;161.962;36.944;58.697;15.252;46.828;95.664;2.165;256;15;657.877;249;305;1.308;946;327;164;276;1.653;1.950;1.992;3.456;269;8.012;2.991;11.810;73.372;10.326;14.042;128.161;9.587;85.622;56.960;36.893;177.844;863;29;0;629.407;0;0;0;0;0;0;0;0;0;4;0;4;972;1.602;8.233;5.466;1.490;1.060;1.847;4.109;4.455;4.501;4.989;473;15.028;20.262;98.078;149.935;25.537;25.505;290.123;46.531;144.319;72.216;83.721;273.508;3.028;285;15;1.287.288
;00:Até 0,50;1;10;65;26;4;1;7;17;5;25;14;3;98;148;908;1.393;148;37;1.928;413;1.618;87;308;54;10;1;0;7.329;2;14;14;7;3;4;3;13;10;28;14;16;135;221;481;1.651;147;54;2.138;189;2.613;248;436;84;5;0;0;8.530;0;0;0;0;0;0;0;0;0;0;0;0;3;24;79;33;7;5;10;30;15;53;28;19;233;369;1.389;3.044;295;91;4.066;602;4.231;335;744;138;15;1;0;15.859
;01:0,51 a 1,00;4;79;138;95;20;14;45;52;86;70;49;8;598;110;4.807;4.385;568;117;8.516;1.101;4.406;400;1.140;1.026;110;3;0;27.947;5;25;50;36;13;3;15;56;77;73;114;10;817;38;702;5.357;503;275;13.394;567;9.761;1.615;2.350;4.744;30;0;0;40.630;0;0;0;0;0;0;0;0;0;0;0;0;9;104;188;131;33;17;60;108;163;143;163;18;1.415;148;5.509;9.742;1.071;392;21.910;1.668;14.167;2.015;3.490;5.770;140;3;0;68.577
;02:1,01 a 1,50;81;507;1.074;941;294;192;608;579;872;824;518;95;3.280;662;20.162;34.335;5.114;433;29.734;6.903;20.162;2.595;2.802;7.309;502;29;1;140.608;23;120;300;219;156;53;115;480;721;933;1.428;139;4.532;218;3.210;38.595;4.031;1.174;44.277;2.571;40.088;13.252;8.373;38.297;180;5;0;203.490;0;0;0;0;0;0;0;0;0;0;0;0;104;627;1.374;1.160;450;245;723;1.059;1.593;1.757;1.946;234;7.812;880;23.372;72.930;9.145;1.607;74.011;9.474;60.250;15.847;11.175;45.606;682;34;1;344.098
;03:1,51 a 2,00;86;252;897;1.023;246;180;443;453;511;606;371;31;1.320;1.500;20.617;13.769;2.915;486;27.811;4.190;13.565;2.776;2.689;3.161;309;35;4;100.246;10;42;152;203;49;19;59;286;412;313;676;35;852;259;1.843;8.432;1.695;1.018;18.920;1.200;11.992;11.857;4.444;10.677;111;2;0;75.558;0;0;0;0;0;0;0;0;0;0;0;0;96;294;1.049;1.226;295;199;502;739;923;919;1.047;66;2.172;1.759;22.460;22.201;4.610;1.504;46.731;5.390;25.557;14.633;7.133;13.838;420;37;4;175.804
;04:2,01 a 3,00;126;228;1.294;916;320;191;189;573;403;402;264;20;632;2.884;15.447;8.234;2.471;1.086;40.378;8.989;7.301;3.572;2.632;10.939;253;34;0;109.778;18;42;171;191;57;26;32;309;387;204;567;13;397;236;1.986;6.421;1.536;1.979;17.535;1.464;7.194;13.079;6.318;37.393;106;2;0;97.663;0;0;0;0;0;0;0;0;0;0;0;0;144;270;1.465;1.107;377;217;221;882;790;606;831;33;1.029;3.120;17.433;14.655;4.007;3.065;57.913;10.453;14.495;16.651;8.950;48.332;359;36;0;207.441
;05:3,01 a 4,00;65;30;888;421;100;93;39;215;168;123;78;12;178;2.907;5.196;2.903;1.060;1.057;11.203;4.402;2.339;1.576;3.089;9.489;196;33;1;47.861;11;18;74;75;15;17;15;136;129;90;141;12;131;238;1.041;2.365;694;1.612;7.792;814;2.598;5.093;3.720;23.200;88;2;0;50.121;0;0;0;0;0;0;0;0;0;0;0;0;76;48;962;496;115;110;54;351;297;213;219;24;309;3.145;6.237;5.268;1.754;2.669;18.995;5.216;4.937;6.669;6.809;32.689;284;35;1;97.982
;06:4,01 a 5,00;27;16;705;170;42;47;14;100;85;64;36;2;98;2.048;2.372;1.508;536;1.019;6.139;1.504;1.186;733;6.138;16.210;175;11;0;40.985;23;9;75;57;10;6;8;63;45;61;59;7;73;258;539;1.489;387;1.391;4.379;461;1.410;2.483;2.629;16.902;45;1;0;32.870;0;0;0;0;0;0;0;0;0;0;0;0;50;25;780;227;52;53;22;163;130;125;95;9;171;2.306;2.911;2.997;923;2.410;10.518;1.965;2.596;3.216;8.767;33.112;220;12;0;73.855
;07:5,01 a 7,00;36;16;505;170;34;41;9;99;86;84;27;2;90;2.076;2.236;1.369;578;1.582;7.978;1.585;1.206;812;15.311;17.135;134;28;0;53.229;51;5;124;45;8;14;7;60;41;58;57;3;91;384;458;1.249;355;1.782;4.902;561;1.320;2.207;3.210;16.938;63;1;0;33.994;0;0;0;0;0;0;0;0;0;0;0;0;87;21;629;215;42;55;16;159;127;142;84;5;181;2.460;2.694;2.618;933;3.364;12.880;2.146;2.526;3.019;18.521;34.073;197;29;0;87.223
;08:7,01 a 10,00;57;5;440;157;17;36;6;57;71;33;21;1;68;1.980;2.132;1.030;451;1.621;7.692;1.291;773;768;6.926;10.609;221;14;0;36.477;34;1;135;36;1;4;3;51;31;39;30;1;52;454;598;842;182;1.546;4.189;470;707;1.261;1.825;11.328;140;2;0;23.962;0;0;0;0;0;0;0;0;0;0;0;0;91;6;575;193;18;40;9;108;102;72;51;2;120;2.434;2.730;1.872;633;3.167;11.881;1.761;1.480;2.029;8.751;21.937;361;16;0;60.439
;09:10,01 a 15,00;75;0;243;127;8;46;4;44;68;20;10;5;25;1.579;1.355;852;297;1.456;5.061;773;470;622;2.835;8.171;66;10;2;24.224;37;3;104;19;1;11;2;23;21;21;26;4;43;313;262;780;110;1.076;2.434;281;423;915;855;8.444;42;2;0;16.252;0;0;0;0;0;0;0;0;0;0;0;0;112;3;347;146;9;57;6;67;89;41;36;9;68;1.892;1.617;1.632;407;2.532;7.495;1.054;893;1.537;3.690;16.615;108;12;2;40.476
;10:15,01 a 20,00;27;2;102;62;4;18;2;11;31;8;3;0;22;534;565;388;94;596;1.809;282;214;315;1.191;4.966;25;10;0;11.281;9;1;26;12;0;2;1;19;6;6;17;0;19;99;62;403;27;484;877;84;159;781;337;4.534;6;3;0;7.974;0;0;0;0;0;0;0;0;0;0;0;0;36;3;128;74;4;20;3;30;37;14;20;0;41;633;627;791;121;1.080;2.686;366;373;1.096;1.528;9.500;31;13;0;19.255
;11:Mais de 20,00;71;2;254;104;8;11;2;18;34;6;19;1;27;425;692;563;134;1.420;2.526;527;356;482;671;6.505;15;8;0;14.881;19;1;47;7;1;1;1;17;4;10;9;0;26;97;80;635;35;1.124;1.079;119;168;1.788;325;5.133;8;3;0;10.737;0;0;0;0;0;0;0;0;0;0;0;0;90;3;301;111;9;12;3;35;38;16;28;1;53;522;772;1.198;169;2.544;3.605;646;524;2.270;996;11.638;23;11;0;25.618
;{ñ class};67;150;320;308;66;26;203;238;85;244;123;24;580;418;9.779;5.834;845;553;11.187;4.984;5.101;514;1.096;90;149;40;7;43.031;7;24;36;39;13;4;15;140;66;156;318;29;844;176;548;5.153;624;527;6.245;806;7.189;2.381;2.071;170;39;6;0;27.626;0;0;0;0;0;0;0;0;0;4;0;4;74;174;356;347;79;30;218;378;151;400;441;53;1.424;594;10.327;10.987;1.469;1.080;17.432;5.790;12.290;2.899;3.167;260;188;46;7;70.661
320530:Vitória - ES;Total;3.010;129;550;799;33;18;55;539;354;19;78;0;1.099;2.267;8.169;10.234;2.006;3.149;23.912;9.484;11.522;6.372;7.818;23.361;576;52;1;115.606;699;49;61;141;1;4;17;375;165;24;202;4;1.876;274;968;11.121;1.545;3.916;17.774;2.508;13.449;19.529;16.421;17.356;191;7;2;108.679;0;0;0;0;0;0;0;0;0;0;0;0;3.709;178;611;940;34;22;72;914;519;43;280;4;2.975;2.541;9.137;21.355;3.551;7.065;41.686;11.992;24.971;25.901;24.239;40.717;767;59;3;224.285
;00:Até 0,50;3;1;4;2;0;0;0;8;1;0;0;0;11;29;118;155;31;22;233;65;388;81;109;11;0;0;0;1.272;9;0;2;5;0;0;0;10;0;1;0;0;20;19;58;205;29;29;278;39;490;133;123;16;1;0;0;1.467;0;0;0;0;0;0;0;0;0;0;0;0;12;1;6;7;0;0;0;18;1;1;0;0;31;48;176;360;60;51;511;104;878;214;232;27;1;0;0;2.739
;01:0,51 a 1,00;28;1;10;13;0;2;2;45;13;1;3;0;66;8;414;565;106;17;824;198;527;112;307;65;10;0;0;3.337;12;1;6;2;0;0;1;16;4;10;23;0;174;2;64;765;76;44;1.010;110;1.020;426;483;158;1;0;0;4.408;0;0;0;0;0;0;0;0;0;0;0;0;40;2;16;15;0;2;3;61;17;11;26;0;240;10;478;1.330;182;61;1.834;308;1.547;538;790;223;11;0;0;7.745
